Day,Month,Year,Temperature,Precipitation,Special Occasion,Qty1,Qty2,Qty3
14,10,2014,31.77380096,8.460767282,1,21,16,25
15,10,2014,28.75512652,5.504435308,1,33,28,33
16,10,2014,18.77012274,11.19573561,1,23,19,18
17,10,2014,28.80995857,6.885269704,1,23,26,24
18,10,2014,17.74351022,4.935612242,1,31,29,26
19,10,2014,19.17775773,3.607430797,1,26,26,22
20,10,2014,30.51141282,6.514634638,1,29,24,27
21,10,2014,27.23165938,1.624781497,1,38,34,37
22,10,2014,35.90015116,13.54737112,1,38,34,39
23,10,2014,31.19362124,9.349155707,1,37,35,32
24,10,2014,19.4617655,11.17488596,1,37,39,39
25,10,2014,23.61940337,12.18415148,1,35,39,34
26,10,2014,21.27488392,15.06130255,1,25,23,23
27,10,2014,24.78995887,12.36640752,1,32,34,30
28,10,2014,23.28753905,5.002849917,1,28,23,26
29,10,2014,25.75209573,11.67763714,1,20,17,17
30,10,2014,21.98344439,6.270679798,1,38,37,34
31,10,2014,22.5301364,11.07523534,2,62,61,60
1,11,2014,34.83024617,14.93357576,1,22,23,25
2,11,2014,28.25884386,0.191215299,1,21,16,17
3,11,2014,24.74946271,12.15816926,1,38,34,42
4,11,2014,29.69563006,15.65602152,1,35,37,38
5,11,2014,23.50997011,18.74896471,1,29,30,32
6,11,2014,25.53326147,17.5950164,1,29,29,28
7,11,2014,33.59542539,12.68141359,1,24,24,25
8,11,2014,20.9676882,3.927490815,1,24,26,22
9,11,2014,23.03275439,10.0135877,1,31,29,32
10,11,2014,21.68342969,10.14056965,1,21,22,25
11,11,2014,22.38710729,8.464341399,2,51,54,51
12,11,2014,24.43441415,9.567714028,1,28,31,31
13,11,2014,27.22867554,13.3833138,1,28,25,32
14,11,2014,25.44940661,7.085034799,1,32,28,27
15,11,2014,20.55677358,9.320950787,1,37,32,39
16,11,2014,23.69427361,11.33398495,1,39,42,40
17,11,2014,23.52505167,11.75310648,1,23,25,22
18,11,2014,15.77514435,10.47108763,1,26,28,29
19,11,2014,20.66681012,9.175144874,1,27,22,26
20,11,2014,20.5770207,13.9804128,1,31,30,31
21,11,2014,28.58872436,14.44816075,1,22,25,22
22,11,2014,24.82737169,4.160586482,1,29,24,30
23,11,2014,17.75766568,2.136017737,1,30,29,32
24,11,2014,18.35764952,9.064824217,1,36,36,34
25,11,2014,24.15455998,17.76813545,1,26,28,29
26,11,2014,30.93606866,7.331192838,1,32,29,36
27,11,2014,32.81934224,3.100718152,1,50,49,46
28,11,2014,24.36096749,5.788105117,1,28,32,24
29,11,2014,23.33620618,8.979960638,1,35,37,38
30,11,2014,22.46227485,2.509183116,1,21,21,17
31,11,2014,29.95162249,7.442666896,1,35,30,39
1,12,2014,19.78975891,3.446274048,1,39,38,38
2,12,2014,30.26719874,7.182961684,1,34,38,37
3,12,2014,27.06371478,7.687443779,1,34,33,38
4,12,2014,28.14953945,21.34592873,1,22,17,20
5,12,2014,15.40210209,16.33035277,1,37,34,33
6,12,2014,18.3863344,7.758586004,1,36,36,37
7,12,2014,24.22507753,8.023590665,1,27,27,26
8,12,2014,24.34888417,9.052910356,1,35,33,39
9,12,2014,28.26581994,0,1,30,25,34
10,12,2014,27.21873882,6.596446848,1,37,32,37
11,12,2014,26.20498366,5.13841041,1,37,33,32
12,12,2014,33.6216112,6.435443702,1,35,39,37
13,12,2014,31.26000991,4.276536844,1,48,52,49
14,12,2014,23.19277104,14.17572718,1,28,25,29
15,12,2014,22.59990032,12.42549909,1,33,29,35
16,12,2014,30.2751339,11.06957055,1,20,15,17
17,12,2014,21.45424843,11.35691994,1,39,35,35
18,12,2014,24.28226866,13.02443072,1,24,25,20
19,12,2014,18.77170934,4.144048323,1,38,36,38
20,12,2014,27.21896869,9.896502961,1,29,28,33
21,12,2014,16.43685339,13.06476184,1,27,25,24
22,12,2014,35.1474569,11.64899814,1,22,23,18
23,12,2014,25.69372626,3.628403161,1,27,26,31
24,12,2014,25.3091694,2.59275676,1,20,17,16
25,12,2014,26.37412773,1.215887614,2,65,63,64
26,12,2014,32.37478343,16.76302869,1,21,22,16
27,12,2014,20.31026202,11.36864725,1,25,23,23
28,12,2014,22.1201495,6.120168974,1,34,32,38
29,12,2014,32.79815564,2.315166479,1,51,54,52
30,12,2014,29.82008946,12.60637636,1,36,32,36
31,12,2014,23.03029156,15.80368419,1,38,36,38
1,1,2015,24.35771118,16.24273094,2,57,55,56
2,1,2015,26.55949716,14.42651942,1,22,18,24
3,1,2015,27.00440542,7.773651296,1,32,32,32
4,1,2015,27.580842,13.56689231,1,20,18,16
5,1,2015,25.99698536,19.72880696,1,33,34,30
6,1,2015,23.21681999,3.115132169,1,39,38,36
7,1,2015,23.10910977,14.26444549,1,28,31,24
8,1,2015,22.23116794,9.327127255,1,30,30,26
9,1,2015,19.09619024,14.68911057,1,32,34,28
10,1,2015,21.55861517,2.594327404,1,29,25,33
11,1,2015,27.33375325,10.80553161,1,28,31,27
12,1,2015,27.46462925,16.23127634,1,32,29,35
13,1,2015,18.93742128,9.597007419,1,37,32,41
14,1,2015,29.61883135,19.97460558,1,29,24,26
15,1,2015,18.94572181,8.031331442,1,29,28,29
16,1,2015,32.72869631,11.63075749,1,33,30,35
17,1,2015,25.42822887,6.657562534,1,20,16,16
18,1,2015,19.74743246,7.470958269,1,26,23,22
19,1,2015,25.020875,2.582542233,1,37,34,39
20,1,2015,30.7603629,3.292273079,1,44,42,39
21,1,2015,15.55187624,15.85598672,1,32,31,28
22,1,2015,27.86300214,7.439555556,1,27,29,28
23,1,2015,23.79749417,7.356766421,1,38,38,41
24,1,2015,17.7359404,23.02844858,1,37,33,38
25,1,2015,21.87028443,12.36163943,1,38,36,40
26,1,2015,23.66507218,11.8109065,1,35,31,37
27,1,2015,28.71900077,12.96074545,1,28,23,25
28,1,2015,27.74577313,12.92279554,1,22,18,22
29,1,2015,33.25142911,3.241859832,1,53,52,52
30,1,2015,20.70320153,1.128348522,1,35,30,32
31,1,2015,21.07382117,12.52473116,1,28,25,24
1,2,2015,23.17874596,9.161719174,1,32,28,36
2,2,2015,20.69949152,9.518541956,1,23,21,24
3,2,2015,19.96222562,12.83434686,1,24,20,22
4,2,2015,26.42099633,8.603140735,1,31,30,30
5,2,2015,19.45463634,10.96308055,1,20,22,20
6,2,2015,18.40925366,4.078643728,1,31,31,32
7,2,2015,30.40204614,6.30109047,1,20,21,18
8,2,2015,23.70606567,12.67614938,1,39,43,41
9,2,2015,24.19790536,4.957837492,1,39,36,42
10,2,2015,27.61235109,7.483011318,1,23,23,22
11,2,2015,36.47646405,11.74376896,1,22,19,18
12,2,2015,23.06343281,8.262077435,1,29,26,33
13,2,2015,23.52539649,8.954170775,1,24,20,23
14,2,2015,21.63752673,7.487706391,1,29,27,31
15,2,2015,23.64505899,12.96770254,1,27,30,25
16,2,2015,24.66942387,7.887506416,1,33,31,30
17,2,2015,25.88259379,17.49376246,1,23,18,25
18,2,2015,21.86970864,3.349027938,1,25,27,24
19,2,2015,21.583313,7.762658189,1,30,28,29
20,2,2015,18.98799325,19.02820505,1,35,38,38
21,2,2015,26.80687874,5.490015908,1,33,30,28
22,2,2015,26.97988106,19.05752852,1,23,22,25
23,2,2015,28.42274958,7.323520051,1,28,26,30
24,2,2015,24.35740246,18.18453096,1,25,21,28
25,2,2015,27.75736773,5.937419769,1,23,24,23
26,2,2015,19.54483511,9.365720635,1,20,20,15
27,2,2015,25.01286378,13.16806128,1,28,31,23
28,2,2015,25.69913299,18.69428604,1,38,37,42
29,2,2015,27.21743472,7.986488164,1,26,24,29
30,2,2015,22.58375578,10.05689893,1,25,26,27
31,2,2015,24.83254617,12.64278759,1,39,39,42
1,3,2015,18.09294175,6.936807198,1,39,37,36
2,3,2015,32.13138644,11.20850162,1,39,41,38
3,3,2015,31.17691196,8.780981014,1,22,25,23
4,3,2015,19.56177235,9.664456566,1,25,28,20
5,3,2015,23.21957018,10.0128565,1,31,29,33
6,3,2015,22.16116379,7.044201655,1,37,39,40
7,3,2015,22.85657536,12.52070576,1,27,30,27
8,3,2015,25.27499116,1.727659818,1,32,32,31
9,3,2015,23.57555888,1.831684039,1,29,31,27
10,3,2015,16.6765098,12.15189442,1,32,29,36
11,3,2015,26.01008082,9.241510164,1,34,36,34
12,3,2015,14.68576499,11.10225739,1,37,40,40
13,3,2015,21.45072747,5.868251979,1,27,22,25
14,3,2015,22.00389995,5.997432622,1,31,33,33
15,3,2015,33.54189958,13.92981279,1,20,19,21
16,3,2015,22.46961722,6.557769306,1,39,42,37
17,3,2015,16.91206883,7.443321733,1,25,24,29
18,3,2015,38.99853825,8.371118377,1,25,24,21
19,3,2015,19.60964537,11.98564616,1,37,32,37
20,3,2015,25.55932708,7.594300151,1,33,32,30
21,3,2015,27.30226621,12.67135985,1,23,26,24
22,3,2015,35.15513488,17.45653872,1,34,29,37
23,3,2015,21.88970997,5.97446642,1,32,27,28
24,3,2015,33.79299651,10.91210288,1,37,36,41
25,3,2015,25.45248296,9.4653891,1,37,39,41
26,3,2015,29.33466913,9.82499184,1,28,26,32
27,3,2015,22.57328,7.32480522,1,29,31,29
28,3,2015,20.34174871,19.64904557,1,30,32,32
29,3,2015,23.60647724,0.4736815311,1,33,30,34
30,3,2015,17.56270272,16.7908211,1,31,28,30
31,3,2015,22.61222679,12.96195136,1,23,19,21
1,4,2015,21.91328827,12.60747121,1,23,25,26
2,4,2015,21.40286694,4.779226926,1,38,33,40
3,4,2015,20.54017256,25.16513582,1,35,37,39
4,4,2015,26.18586116,12.17337609,1,36,36,40
5,4,2015,26.17732263,10.56153844,1,21,25,20
6,4,2015,28.65086879,12.97273823,1,32,34,34
7,4,2015,17.61118698,4.913975274,1,32,28,34
8,4,2015,31.22973128,2.816796677,1,40,36,39
9,4,2015,17.5260477,11.35425812,1,23,20,24
10,4,2015,30.5676399,3.400098377,1,59,58,56
11,4,2015,15.63440169,17.85482354,1,24,20,26
12,4,2015,18.51013481,21.2092126,1,27,26,31
13,4,2015,5.875299268,11.95906457,1,12,12,10
14,4,2015,26.25051147,7.209036158,1,21,24,16
15,4,2015,34.22637857,2.121161488,1,51,48,53
16,4,2015,16.48747254,16.01323436,1,21,17,21
17,4,2015,14.55452883,9.976438293,1,28,29,30
18,4,2015,25.06574588,0.807096051,1,25,23,20
19,4,2015,34.66541804,11.28472658,1,29,24,27
20,4,2015,24.90639826,10.20816689,1,33,31,29
21,4,2015,25.32133606,14.00851096,1,36,40,31
22,4,2015,16.51562689,1.830068251,1,32,32,35
23,4,2015,16.42971704,10.79617101,1,37,33,34
24,4,2015,17.44918161,8.597190554,1,36,34,35
25,4,2015,26.41339225,4.537295928,1,37,39,35
26,4,2015,14.5700964,7.461608733,1,30,26,30
27,4,2015,25.18828142,10.19704812,1,34,30,38
28,4,2015,16.18885551,14.15258685,1,33,35,31
29,4,2015,19.22938997,6.86941378,1,24,28,23
30,4,2015,25.40623526,8.102868334,1,37,36,35
31,4,2015,22.78019995,12.09101674,1,38,35,36
1,5,2015,16.86471222,13.60943031,2,50,45,52
2,5,2015,21.56533557,7.526281017,1,21,19,22
3,5,2015,24.82523989,0,1,26,23,25
4,5,2015,24.41438231,8.257715936,1,21,20,24
5,5,2015,25.90845969,12.89032883,1,37,32,40
6,5,2015,32.63774159,13.27765394,1,28,23,24
7,5,2015,30.69486905,14.9142061,1,20,24,16
8,5,2015,28.90397526,8.295690439,1,25,23,25
9,5,2015,31.48813457,6.247121622,1,38,41,33
10,5,2015,19.51676449,9.785038339,1,27,25,31
11,5,2015,28.54607177,0.02749935919,1,25,20,24
12,5,2015,16.44143675,19.75501939,1,37,36,38
13,5,2015,27.47222722,13.80695584,1,38,37,36
14,5,2015,31.62674612,10.59343553,1,28,23,25
15,5,2015,28.1700958,11.00164665,1,37,34,35
16,5,2015,26.32708008,8.666742385,1,37,37,32
17,5,2015,30.24440258,12.84305416,1,24,24,24
18,5,2015,27.74202846,15.95483178,1,37,40,32
19,5,2015,25.75950265,7.113871882,1,38,35,35
20,5,2015,24.98238991,11.76977523,1,30,32,27
21,5,2015,25.44934348,6.369012303,1,21,19,24
22,5,2015,26.43979131,9.196264198,1,30,31,33
23,5,2015,17.84932396,16.66402668,1,31,27,26
24,5,2015,23.86913643,0,1,33,28,36
25,5,2015,21.84525328,14.06341766,1,21,18,23
26,5,2015,20.4317218,19.08913207,1,31,28,27
27,5,2015,29.26709132,12.0495741,1,29,29,30
28,5,2015,32.57091066,11.15509341,1,26,26,27
29,5,2015,28.78205817,14.10587523,1,39,35,36
30,5,2015,29.28020361,9.186954761,1,37,34,34
31,5,2015,24.13374892,7.952827098,1,24,27,20
1,6,2015,28.64313615,5.601687341,1,26,28,24
2,6,2015,30.23455079,12.00586291,1,24,22,28
3,6,2015,17.62419758,15.05346858,1,34,36,34
4,6,2015,24.19318832,8.941359171,1,23,21,23
5,6,2015,24.47990272,5.905716194,1,30,26,27
6,6,2015,20.1403109,12.86509056,1,34,29,30
7,6,2015,25.75349072,13.47759156,1,30,26,31
8,6,2015,16.23980958,10.08116062,1,37,32,34
9,6,2015,16.97262121,16.63640479,1,37,40,41
10,6,2015,26.12290337,18.03063788,1,31,34,31
11,6,2015,27.71981136,18.07239122,1,29,29,25
12,6,2015,30.86035297,2.714076311,1,48,46,47
13,6,2015,31.11482381,8.34345682,1,21,19,19
14,6,2015,29.06424536,5.663017196,1,28,24,26
15,6,2015,34.93142065,10.79459196,1,31,26,27
16,6,2015,21.06483631,7.076145318,1,25,26,25
17,6,2015,32.60643962,7.19053587,1,22,18,21
18,6,2015,25.95311383,8.718262826,1,21,22,19
19,6,2015,22.29476609,9.542811344,1,23,27,27
20,6,2015,20.53556017,9.696926448,1,32,32,30
21,6,2015,25.22556502,27.13769274,1,38,40,40
22,6,2015,26.80712299,13.21351057,1,37,32,40
23,6,2015,24.0729745,10.02285996,1,37,33,36
24,6,2015,28.20669072,14.16925611,1,23,22,21
25,6,2015,21.9853833,10.01766457,1,22,26,19
26,6,2015,9.967506425,9.764170662,1,12,12,16
27,6,2015,23.15767624,8.735947006,1,24,20,28
28,6,2015,25.02329626,6.941786737,1,28,29,27
29,6,2015,30.32024609,8.518829477,1,31,31,35
30,6,2015,36.32368866,14.89689941,1,34,33,34
31,6,2015,17.07073712,15.15659552,1,22,21,20
1,7,2015,25.50197159,16.08101884,1,26,25,25
2,7,2015,26.25199082,4.923297201,1,26,28,25
3,7,2015,23.45598545,10.99336485,1,28,25,32
4,7,2015,23.25566771,10.67520647,2,53,50,49
5,7,2015,24.58406283,18.38164041,1,26,27,24
6,7,2015,25.63511977,0,1,39,39,35
7,7,2015,28.26348509,3.325358128,1,39,37,42
8,7,2015,25.89078646,7.802124881,1,22,17,19
9,7,2015,16.53799458,7.665994886,1,25,28,28
10,7,2015,25.36656347,9.541538979,1,34,37,30
11,7,2015,23.66126101,11.06588132,1,32,28,33
12,7,2015,25.54324102,10.22064549,1,29,32,33
13,7,2015,20.64083705,7.054504613,1,24,26,20
14,7,2015,16.08912388,8.717625948,1,22,22,18
15,7,2015,20.74238708,12.11092304,1,29,31,25
16,7,2015,28.89919729,11.68953128,1,25,29,24
17,7,2015,18.39465778,12.55914774,1,20,19,24
18,7,2015,20.27257659,13.85680921,1,39,34,38
19,7,2015,26.04116585,2.405656704,1,33,35,35
20,7,2015,29.59779688,13.05873492,1,36,33,31
21,7,2015,22.88599682,13.19112697,1,34,32,30
22,7,2015,26.50142162,20.55304267,1,23,27,25
23,7,2015,19.61740649,4.144267213,1,39,39,41
24,7,2015,22.76547777,0,1,29,28,30
25,7,2015,23.03819237,16.99514342,1,34,29,31
26,7,2015,25.17117211,4.61374789,1,33,32,37
27,7,2015,32.25475907,7.171093357,1,20,20,17
28,7,2015,16.80235002,12.79616116,1,30,33,27
29,7,2015,19.59956153,0,1,38,34,40
30,7,2015,32.48566746,16.30297013,1,25,24,21
31,7,2015,26.16528461,2.980960558,1,39,42,40
1,8,2015,21.03651065,14.09182958,1,20,15,22
2,8,2015,21.89035921,10.81885223,1,26,22,27
3,8,2015,28.54901271,7.175958281,1,35,31,32
4,8,2015,26.66071822,6.129214945,1,36,39,32
5,8,2015,31.03776292,12.68690097,1,25,29,28
6,8,2015,19.22832015,7.202432817,1,27,26,25
7,8,2015,26.53429246,8.505941526,1,34,38,29
8,8,2015,18.35997686,11.1573338,1,35,30,38
9,8,2015,26.45010975,16.39898573,1,39,37,43
10,8,2015,21.23883502,18.85075846,1,32,27,34
11,8,2015,30.71020441,14.75463442,1,23,25,27
12,8,2015,33.03771903,9.930175677,1,37,32,34
13,8,2015,18.80354772,4.616295344,1,37,40,35
14,8,2015,21.97218763,13.05269687,1,34,30,30
15,8,2015,15.67935456,11.77174941,1,23,20,27
16,8,2015,20.40546674,6.198461016,1,26,29,24
17,8,2015,24.53749326,13.27798185,1,36,36,36
18,8,2015,24.48781483,6.900976126,1,35,38,34
19,8,2015,22.12839006,7.909699434,1,38,35,36
20,8,2015,23.31682791,6.894684584,1,30,26,27
21,8,2015,20.1323562,20.39114981,1,29,27,30
22,8,2015,26.62290218,11.10627777,1,27,27,22
23,8,2015,18.63383412,17.65884211,1,26,21,30
24,8,2015,12.26325246,7.250389455,1,24,21,27
25,8,2015,24.12316822,16.10791571,1,21,21,16
26,8,2015,16.45425606,17.8726779,1,25,28,28
27,8,2015,30.02060326,15.06343002,1,31,32,30
28,8,2015,19.31354831,9.720403132,1,32,29,30
29,8,2015,31.03062311,17.26438883,1,35,37,36
30,8,2015,29.6646623,5.706019277,1,33,35,36
31,8,2015,23.99542212,5.250133816,1,27,23,26
1,9,2015,25.3239287,14.72430001,1,39,42,36
2,9,2015,27.75774796,8.074088298,1,27,26,26
3,9,2015,23.79582948,8.445058246,1,31,35,31
4,9,2015,25.29105812,14.23478246,1,30,28,32
5,9,2015,22.43393666,10.79918784,1,20,18,17
6,9,2015,32.66208588,8.034772728,1,25,22,23
7,9,2015,21.95985192,10.634128,1,38,42,34
8,9,2015,27.99174102,13.42758438,1,23,18,27
9,9,2015,18.87999635,12.87177525,1,30,29,31
10,9,2015,29.23769809,3.09256406,1,39,40,35
11,9,2015,22.08079578,4.881492738,1,25,24,26
12,9,2015,25.88175521,10.45452883,1,21,19,21
13,9,2015,26.00175717,13.99363754,1,30,27,25
14,9,2015,27.69422929,11.92452174,1,36,34,38
15,9,2015,23.20520602,11.60162803,1,25,21,27
16,9,2015,22.63399703,12.91249613,1,25,21,25
17,9,2015,29.40226784,10.4176824,1,29,26,33
18,9,2015,31.8642704,4.213200099,1,51,53,47
19,9,2015,29.31353717,6.762309872,1,22,19,17
20,9,2015,26.44180378,9.155211616,1,20,22,18
21,9,2015,27.47413641,3.814710567,1,37,32,41
22,9,2015,33.01496696,12.2574619,1,36,32,39
23,9,2015,24.33297954,7.873742404,1,34,37,32
24,9,2015,25.93749443,7.599410189,1,32,27,29
25,9,2015,20.67687979,8.219123177,1,30,30,26
26,9,2015,31.26847923,12.51129927,1,31,28,27
27,9,2015,21.47117608,7.03267158,1,32,35,35
28,9,2015,13.75800935,8.308612785,1,27,22,28
29,9,2015,27.26089301,8.470548655,1,24,23,20
30,9,2015,24.90470893,11.02828337,1,24,19,19
31,9,2015,22.34753672,9.678450904,1,35,33,30
1,10,2015,20.16888814,18.11595483,1,37,40,35
2,10,2015,26.01903154,11.33450198,1,23,19,26
3,10,2015,30.32612354,11.78576831,1,39,40,40
4,10,2015,21.28643123,8.024674869,1,33,32,30
5,10,2015,24.52910241,9.141739797,1,36,37,39
6,10,2015,35.81633107,11.49750142,1,23,27,19
7,10,2015,33.06315186,13.44087653,1,28,29,31
8,10,2015,29.09976554,15.3071748,1,20,19,17
9,10,2015,25.73587743,3.716762301,1,38,40,42
10,10,2015,14.88028813,9.344177578,1,31,28,33
11,10,2015,26.410427,8.309397285,1,24,28,27
12,10,2015,18.72748673,2.166331642,1,23,26,27
13,10,2015,34.26410386,5.499458564,1,22,17,17
14,10,2015,19.89364943,8.246059939,1,21,24,17
15,10,2015,16.38948683,15.51541424,1,23,24,19
16,10,2015,23.80460462,21.84181087,1,28,25,24
17,10,2015,29.38962085,15.51887001,1,29,30,26
18,10,2015,16.17225536,11.54096192,1,35,39,38
19,10,2015,27.1782592,7.941842615,1,21,21,23
20,10,2015,29.35879248,11.87250144,1,25,23,26
21,10,2015,21.38810017,15.01974935,1,37,39,33
22,10,2015,16.01355742,14.34725637,1,23,26,26
23,10,2015,13.99230059,16.07623431,1,24,22,20
24,10,2015,28.27029318,1.003393031,1,28,31,30
25,10,2015,28.04286739,8.668576963,1,23,26,22
26,10,2015,23.02306109,7.588887568,1,24,28,27
27,10,2015,35.8177802,9.543113072,1,38,42,41
28,10,2015,18.65426159,11.3857963,1,20,19,19
29,10,2015,15.00366204,9.108144479,1,35,34,30
30,10,2015,26.89209252,4.324504859,1,20,16,22
31,10,2015,29.95720183,3.73947361,2,66,61,69
1,11,2015,31.15825706,12.17250391,1,34,36,31
2,11,2015,24.409453,7.106540878,1,36,37,31
3,11,2015,24.81274139,10.13147877,1,33,30,34
4,11,2015,18.88818692,12.01709513,1,36,32,39
5,11,2015,19.85738752,2.683018219,1,22,17,22
6,11,2015,33.18761059,5.848194498,1,21,22,23
7,11,2015,25.5953554,3.933738349,1,20,16,24
8,11,2015,33.49762306,14.30966431,1,25,26,23
9,11,2015,21.6465918,3.328764274,1,28,30,28
10,11,2015,25.78071562,7.216051278,1,25,21,20
11,11,2015,21.41879911,15.42594706,2,55,55,53
12,11,2015,25.75023288,2.663753337,1,29,26,24
13,11,2015,21.73648999,11.11495149,1,26,21,29
14,11,2015,35.35098424,9.960986319,1,22,19,21
15,11,2015,24.07443562,17.19487675,1,39,40,42
16,11,2015,29.36865523,0,1,21,22,19
17,11,2015,27.3650805,12.29505632,1,37,35,32
18,11,2015,19.76845454,12.90675027,1,28,28,32
19,11,2015,21.50932651,16.64134404,1,35,34,36
20,11,2015,28.3307284,15.72387033,1,29,31,27
21,11,2015,23.19290213,5.181549103,1,29,27,27
22,11,2015,30.47496534,8.736117272,1,32,29,27
23,11,2015,29.6143355,3.09556229,1,25,26,26
24,11,2015,25.91379421,0,1,37,41,37
25,11,2015,26.79758024,15.35482071,1,23,19,20
26,11,2015,18.8248187,14.86047793,1,30,30,30
27,11,2015,21.75046403,12.78505089,1,23,19,19
28,11,2015,17.87210764,10.7122673,1,20,24,16
29,11,2015,21.36023299,12.57023669,1,25,23,28
30,11,2015,17.70526755,16.30852591,1,39,35,43
31,11,2015,25.14378119,12.76481925,1,31,26,30
1,12,2015,27.53751441,6.126120932,1,38,40,33
2,12,2015,21.37757463,5.985412943,1,29,27,33
3,12,2015,36.02029922,17.8609699,1,39,43,42
4,12,2015,22.61676967,7.983748115,1,36,37,35
5,12,2015,16.40123169,19.71382056,1,22,21,24
6,12,2015,28.49577513,14.38353723,1,20,19,20
7,12,2015,21.09016919,16.2946372,1,37,35,39
8,12,2015,32.48336604,13.1055151,1,26,26,25
9,12,2015,29.16036119,5.002411897,1,34,33,32
10,12,2015,17.48459829,5.945326475,1,24,23,20
11,12,2015,25.54407635,2.522945624,1,35,39,39
12,12,2015,22.59983172,19.14387715,1,21,16,17
13,12,2015,24.36706349,14.42255468,1,29,24,32
14,12,2015,28.561503,8.958525769,1,35,39,30
15,12,2015,22.96225728,1.059334918,1,23,23,24
16,12,2015,26.11237788,12.72177439,1,30,25,30
17,12,2015,21.30238496,10.81454951,1,34,35,35
18,12,2015,24.33931268,19.58839111,1,25,23,20
19,12,2015,23.72971229,16.2599669,1,39,42,38
20,12,2015,29.94372938,10.87531515,1,26,30,27
21,12,2015,22.87259296,3.645635433,1,20,21,19
22,12,2015,17.89048182,5.319952507,1,20,17,16
23,12,2015,21.62267286,3.817712192,1,33,29,28
24,12,2015,30.90062081,12.69653254,1,31,33,35
25,12,2015,16.63777706,13.11037598,2,64,66,63
26,12,2015,23.90537148,6.944139304,1,23,24,21
27,12,2015,25.99296825,0,1,25,27,29
28,12,2015,28.08518038,9.745010287,1,27,27,30
29,12,2015,22.5940808,7.393112772,1,23,27,21
30,12,2015,31.824695,5.645305547,1,34,37,36
31,12,2015,28.2943918,14.91301592,1,38,41,40
1,1,2016,23.0206427,13.95329633,2,59,55,57
2,1,2016,25.88579169,4.88413435,1,32,31,29
3,1,2016,18.94955826,10.83509594,1,34,35,33
4,1,2016,17.65816522,12.88239352,1,29,28,31
5,1,2016,21.15193915,15.66681113,1,22,19,24
6,1,2016,29.38828074,9.620757076,1,26,28,30
7,1,2016,29.17318457,11.91586774,1,37,40,38
8,1,2016,25.15193066,13.82500989,1,21,21,25
9,1,2016,31.43623756,6.657862828,1,30,32,32
10,1,2016,20.52022854,4.55723467,1,31,35,35
11,1,2016,19.54745666,15.00960352,1,28,32,24
12,1,2016,28.25279968,9.764945953,1,29,30,24
13,1,2016,21.22195525,0,1,37,41,33
14,1,2016,30.5146527,7.583724182,1,27,31,31
15,1,2016,29.65764032,7.5542508,1,33,31,36
16,1,2016,21.94548038,15.63911237,1,21,25,25
17,1,2016,30.66568545,12.04421462,1,23,21,26
18,1,2016,27.18093548,17.85731526,1,32,34,28
19,1,2016,22.34384978,12.29494658,1,22,19,24
20,1,2016,31.18822315,6.716436568,1,35,38,34
21,1,2016,38.90369789,16.06503841,1,32,28,28
22,1,2016,28.17142255,10.47501331,1,39,37,42
23,1,2016,25.28898966,0.01478018242,1,32,29,27
24,1,2016,18.49753857,4.535855197,1,24,20,21
25,1,2016,23.88447771,9.527811803,1,30,32,31
26,1,2016,19.29317659,8.584901917,1,39,42,38
27,1,2016,25.62587306,10.36576357,1,39,41,39
28,1,2016,21.92630771,17.90047774,1,20,20,21
29,1,2016,29.86404995,9.78855533,1,36,38,31
30,1,2016,20.80661558,8.851765437,1,22,24,23
31,1,2016,28.0380957,6.867042386,1,30,26,34
1,2,2016,27.87363475,9.989765967,1,31,31,30
2,2,2016,20.76428206,8.094901936,1,39,40,41
3,2,2016,20.23069519,5.75192989,1,39,39,35
4,2,2016,30.66587204,7.320364871,1,26,29,29
5,2,2016,21.1370072,8.581872739,1,24,27,24
6,2,2016,29.43686262,6.932096815,1,36,32,39
7,2,2016,32.55138752,9.464041773,1,35,35,35
8,2,2016,28.73336443,10.25225668,1,22,19,22
9,2,2016,29.21119719,4.416100284,1,23,27,18
10,2,2016,25.34499018,9.465812523,1,39,39,41
11,2,2016,29.9800057,4.138703533,1,34,30,37
12,2,2016,31.74518664,1.916816865,1,57,60,57
13,2,2016,33.14737611,9.504776492,1,22,18,17
14,2,2016,25.68684142,10.56047438,1,30,32,32
15,2,2016,18.50302268,13.12677715,1,24,27,27
16,2,2016,24.11530785,11.29394463,1,23,23,24
17,2,2016,18.21194407,8.819731127,1,26,21,21
18,2,2016,23.5140038,11.18938409,1,39,35,34
19,2,2016,25.75573516,16.61545654,1,24,28,28
20,2,2016,16.37603759,0.4738560205,1,28,28,27
21,2,2016,23.87461091,16.61772115,1,21,17,21
22,2,2016,16.74810802,0,1,22,21,21
23,2,2016,31.62873087,8.596321196,1,32,36,28
24,2,2016,23.97638717,14.76972042,1,34,37,32
25,2,2016,34.27439272,7.738578327,1,37,34,36
26,2,2016,29.26675616,14.83788782,1,37,40,38
27,2,2016,24.71196748,0,1,20,18,24
28,2,2016,24.69507509,14.18758336,1,37,35,41
29,2,2016,24.96731357,9.179712577,1,26,28,21
30,2,2016,18.43515833,9.19761647,1,29,28,28
31,2,2016,32.20761698,6.304346394,1,27,30,23
1,3,2016,24.98395561,8.487834215,1,39,37,35
2,3,2016,27.36715484,3.219869991,1,35,33,31
3,3,2016,28.06152056,6.269358446,1,32,28,36
4,3,2016,18.60961866,6.541310657,1,36,38,37
