Food item,Date,Temperature,Precipitation,Day,Month,Special Occasion Category,Qty,Year
2,2020-10-23,19,2.0,23,10,3,6,2020
3,2020-10-23,16,24.1,23,10,3,24,2020
1,2020-10-24,23,12.7,24,10,1,26,2020
2,2020-10-24,22,24.0,24,10,1,48,2020
3,2020-10-24,20,13.8,24,10,1,35,2020
1,2020-10-25,24,25.3,25,10,3,46,2020
2,2020-10-25,18,9.9,25,10,3,38,2020
3,2020-10-25,25,11.9,25,10,3,50,2020
1,2020-10-26,21,14.8,26,10,1,36,2020
2,2020-10-26,18,18.4,26,10,1,13,2020
3,2020-10-26,16,31.1,26,10,1,24,2020
1,2020-10-27,23,29.8,27,10,1,41,2020
2,2020-10-27,24,15.2,27,10,1,38,2020
3,2020-10-27,29,26.2,27,10,1,31,2020
1,2020-10-28,20,29.4,28,10,1,11,2020
2,2020-10-28,29,9.2,28,10,1,28,2020
3,2020-10-28,24,6.9,28,10,1,50,2020
1,2020-10-29,16,3.6,29,10,1,18,2020
2,2020-10-29,16,11.1,29,10,1,24,2020
3,2020-10-29,16,8.5,29,10,1,34,2020
1,2020-10-30,25,8.8,30,10,4,38,2020
2,2020-10-30,28,5.1,30,10,4,11,2020
3,2020-10-30,15,19.1,30,10,4,1,2020
1,2020-10-31,17,11.9,31,10,3,20,2020
2,2020-10-31,27,29.4,31,10,3,24,2020
3,2020-10-31,18,11.4,31,10,3,22,2020
1,2020-11-01,18,5.7,1,11,1,30,2020
2,2020-11-01,28,11.9,1,11,1,14,2020
3,2020-11-01,18,8.7,1,11,1,24,2020
1,2020-11-02,26,5.0,2,11,1,13,2020
2,2020-11-02,22,17.5,2,11,1,26,2020
3,2020-11-02,16,17.7,2,11,1,46,2020
1,2020-11-03,15,8.3,3,11,1,51,2020
2,2020-11-03,17,10.7,3,11,1,37,2020
3,2020-11-03,15,1.3,3,11,1,39,2020
1,2020-11-04,24,12.1,4,11,3,43,2020
2,2020-11-04,17,3.1,4,11,3,42,2020
3,2020-11-04,28,14.1,4,11,3,42,2020
1,2020-11-05,28,9.9,5,11,1,42,2020
2,2020-11-05,24,22.0,5,11,1,42,2020
3,2020-11-05,16,10.5,5,11,1,39,2020
1,2020-11-06,21,12.9,6,11,1,9,2020
2,2020-11-06,20,15.5,6,11,1,49,2020
3,2020-11-06,15,30.6,6,11,1,19,2020
1,2020-11-07,18,8.1,7,11,1,45,2020
2,2020-11-07,18,16.7,7,11,1,22,2020
3,2020-11-07,16,27.2,7,11,1,43,2020
1,2020-11-08,21,14.1,8,11,1,19,2020
2,2020-11-08,28,8.6,8,11,1,16,2020
3,2020-11-08,19,19.7,8,11,1,51,2020
1,2020-11-09,19,29.2,9,11,1,37,2020
2,2020-11-09,27,19.9,9,11,1,26,2020
3,2020-11-09,20,11.6,9,11,1,33,2020
1,2020-11-10,16,26.6,10,11,1,20,2020
2,2020-11-10,26,8.0,10,11,1,10,2020
3,2020-11-10,22,5.8,10,11,1,37,2020
1,2020-11-11,18,23.5,11,11,1,13,2020
2,2020-11-11,16,29.2,11,11,1,24,2020
3,2020-11-11,16,5.4,11,11,1,19,2020
1,2020-11-12,23,19.0,12,11,1,39,2020
2,2020-11-12,27,24.4,12,11,1,42,2020
3,2020-11-12,19,14.7,12,11,1,47,2020
1,2020-11-13,29,32.8,13,11,1,5,2020
2,2020-11-13,23,4.5,13,11,1,41,2020
3,2020-11-13,21,3.6,13,11,1,23,2020
1,2020-11-14,26,15.2,14,11,1,41,2020
2,2020-11-14,20,19.1,14,11,1,9,2020
3,2020-11-14,26,2.8,14,11,1,33,2020
1,2020-11-15,17,20.1,15,11,3,37,2020
2,2020-11-15,29,31.9,15,11,3,29,2020
3,2020-11-15,24,32.0,15,11,3,36,2020
1,2020-11-16,19,29.0,16,11,3,26,2020
2,2020-11-16,18,4.4,16,11,3,28,2020
3,2020-11-16,18,21.2,16,11,3,22,2020
1,2020-11-17,26,14.6,17,11,1,40,2020
2,2020-11-17,20,24.4,17,11,1,29,2020
3,2020-11-17,29,32.5,17,11,1,42,2020
1,2020-11-18,21,12.2,18,11,1,39,2020
2,2020-11-18,19,16.9,18,11,1,4,2020
3,2020-11-18,26,24.1,18,11,1,10,2020
1,2020-11-19,21,30.8,19,11,1,46,2020
2,2020-11-19,15,18.4,19,11,1,10,2020
3,2020-11-19,20,4.8,19,11,1,13,2020
1,2020-11-20,15,22.8,20,11,3,15,2020
2,2020-11-20,15,8.9,20,11,3,23,2020
3,2020-11-20,27,3.9,20,11,3,49,2020
1,2020-11-21,16,2.6,21,11,1,11,2020
2,2020-11-21,26,7.8,21,11,1,35,2020
3,2020-11-21,27,14.7,21,11,1,31,2020
1,2020-11-22,15,24.5,22,11,1,10,2020
2,2020-11-22,22,11.5,22,11,1,50,2020
3,2020-11-22,19,4.0,22,11,1,31,2020
1,2020-11-23,15,22.1,23,11,1,48,2020
2,2020-11-23,23,17.1,23,11,1,1,2020
3,2020-11-23,18,17.9,23,11,1,25,2020
1,2020-11-24,17,23.5,24,11,3,23,2020
2,2020-11-24,26,17.5,24,11,3,43,2020
3,2020-11-24,24,31.7,24,11,3,6,2020
1,2020-11-25,16,26.8,25,11,1,2,2020
2,2020-11-25,24,4.8,25,11,1,1,2020
3,2020-11-25,19,10.1,25,11,1,50,2020
1,2020-11-26,27,13.2,26,11,1,44,2020
2,2020-11-26,22,30.7,26,11,1,5,2020
3,2020-11-26,16,13.3,26,11,1,38,2020
1,2020-11-27,25,22.3,27,11,1,43,2020
2,2020-11-27,18,19.5,27,11,1,18,2020
3,2020-11-27,23,23.8,27,11,1,34,2020
1,2020-11-28,24,17.3,28,11,1,46,2020
2,2020-11-28,17,27.6,28,11,1,4,2020
3,2020-11-28,27,20.0,28,11,1,14,2020
1,2020-11-29,18,8.1,29,11,1,48,2020
2,2020-11-29,21,29.9,29,11,1,51,2020
3,2020-11-29,15,4.2,29,11,1,29,2020
1,2020-11-30,25,24.3,30,11,1,25,2020
2,2020-11-30,22,20.9,30,11,1,7,2020
3,2020-11-30,24,8.0,30,11,1,25,2020
1,2020-12-01,17,26.9,1,12,1,42,2020
2,2020-12-01,23,7.2,1,12,1,47,2020
3,2020-12-01,27,10.9,1,12,1,2,2020
1,2020-12-02,23,31.5,2,12,1,35,2020
2,2020-12-02,23,3.5,2,12,1,21,2020
3,2020-12-02,20,11.3,2,12,1,41,2020
1,2020-12-03,16,6.6,3,12,1,40,2020
2,2020-12-03,24,9.3,3,12,1,41,2020
3,2020-12-03,15,7.4,3,12,1,4,2020
1,2020-12-04,17,28.1,4,12,1,47,2020
2,2020-12-04,25,30.8,4,12,1,12,2020
3,2020-12-04,27,27.7,4,12,1,35,2020
1,2020-12-05,16,21.9,5,12,1,41,2020
2,2020-12-05,17,16.1,5,12,1,20,2020
3,2020-12-05,29,25.0,5,12,1,49,2020
1,2020-12-06,20,4.4,6,12,1,40,2020
2,2020-12-06,24,26.4,6,12,1,18,2020
3,2020-12-06,28,16.2,6,12,1,19,2020
1,2020-12-07,22,2.0,7,12,1,31,2020
2,2020-12-07,17,9.2,7,12,1,22,2020
3,2020-12-07,15,9.6,7,12,1,14,2020
1,2020-12-08,17,12.9,8,12,1,30,2020
2,2020-12-08,19,3.0,8,12,1,32,2020
3,2020-12-08,25,30.5,8,12,1,47,2020
1,2020-12-09,28,6.3,9,12,1,8,2020
2,2020-12-09,18,29.9,9,12,1,40,2020
3,2020-12-09,20,14.0,9,12,1,44,2020
1,2020-12-10,25,7.5,10,12,1,20,2020
2,2020-12-10,26,20.5,10,12,1,13,2020
3,2020-12-10,27,13.7,10,12,1,12,2020
1,2020-12-11,23,23.1,11,12,1,26,2020
2,2020-12-11,20,21.7,11,12,1,39,2020
3,2020-12-11,26,5.9,11,12,1,24,2020
1,2020-12-12,17,15.1,12,12,1,13,2020
2,2020-12-12,24,19.0,12,12,1,2,2020
3,2020-12-12,24,25.0,12,12,1,13,2020
1,2020-12-13,24,19.8,13,12,1,14,2020
2,2020-12-13,27,1.0,13,12,1,15,2020
3,2020-12-13,15,25.2,13,12,1,30,2020
1,2020-12-14,28,8.1,14,12,1,47,2020
2,2020-12-14,16,8.6,14,12,1,43,2020
3,2020-12-14,22,3.8,14,12,1,12,2020
1,2020-12-15,18,12.3,15,12,1,16,2020
2,2020-12-15,25,22.5,15,12,1,43,2020
3,2020-12-15,15,17.8,15,12,1,33,2020
1,2020-12-16,28,31.3,16,12,1,15,2020
2,2020-12-16,16,10.3,16,12,1,23,2020
3,2020-12-16,28,29.7,16,12,1,45,2020
1,2020-12-17,28,14.1,17,12,1,15,2020
2,2020-12-17,18,3.2,17,12,1,38,2020
3,2020-12-17,28,14.0,17,12,1,44,2020
1,2020-12-18,25,6.2,18,12,1,25,2020
2,2020-12-18,18,25.5,18,12,1,19,2020
3,2020-12-18,16,17.1,18,12,1,33,2020
1,2020-12-19,22,12.1,19,12,1,9,2020
2,2020-12-19,16,15.9,19,12,1,5,2020
3,2020-12-19,21,2.1,19,12,1,8,2020
1,2020-12-20,20,1.8,20,12,1,52,2020
2,2020-12-20,27,8.5,20,12,1,22,2020
3,2020-12-20,17,3.5,20,12,1,14,2020
1,2020-12-21,18,19.4,21,12,1,41,2020
2,2020-12-21,16,30.0,21,12,1,49,2020
3,2020-12-21,21,20.7,21,12,1,27,2020
1,2020-12-22,23,6.8,22,12,1,49,2020
2,2020-12-22,19,25.3,22,12,1,29,2020
3,2020-12-22,29,17.9,22,12,1,37,2020
1,2020-12-23,21,8.5,23,12,1,20,2020
2,2020-12-23,19,8.8,23,12,1,41,2020
3,2020-12-23,21,20.2,23,12,1,23,2020
1,2020-12-24,21,1.5,24,12,2,16,2020
2,2020-12-24,23,29.7,24,12,2,27,2020
3,2020-12-24,17,29.4,24,12,2,17,2020
1,2020-12-25,20,24.5,25,12,2,18,2020
2,2020-12-25,29,28.3,25,12,2,13,2020
3,2020-12-25,22,13.7,25,12,2,15,2020
1,2020-12-26,25,24.2,26,12,1,4,2020
2,2020-12-26,15,0.9,26,12,1,51,2020
3,2020-12-26,23,9.9,26,12,1,20,2020
1,2020-12-27,28,19.6,27,12,1,44,2020
2,2020-12-27,25,27.6,27,12,1,18,2020
3,2020-12-27,28,15.2,27,12,1,37,2020
1,2020-12-28,29,22.0,28,12,1,12,2020
2,2020-12-28,19,13.4,28,12,1,9,2020
3,2020-12-28,28,30.6,28,12,1,25,2020
1,2020-12-29,17,24.1,29,12,1,49,2020
2,2020-12-29,28,7.4,29,12,1,25,2020
3,2020-12-29,25,28.9,29,12,1,5,2020
1,2020-12-30,23,30.6,30,12,1,23,2020
2,2020-12-30,23,16.5,30,12,1,50,2020
3,2020-12-30,15,15.4,30,12,1,46,2020
1,2020-12-31,15,13.7,31,12,1,25,2020
2,2020-12-31,29,17.4,31,12,1,44,2020
3,2020-12-31,28,21.1,31,12,1,47,2020
1,2021-01-01,21,11.6,1,1,2,8,2021
2,2021-01-01,16,8.6,1,1,2,10,2021
3,2021-01-01,17,17.5,1,1,2,8,2021
1,2021-01-02,26,1.4,2,1,1,14,2021
2,2021-01-02,29,7.9,2,1,1,29,2021
3,2021-01-02,15,2.7,2,1,1,32,2021
1,2021-01-03,15,18.6,3,1,1,17,2021
2,2021-01-03,21,11.5,3,1,1,32,2021
3,2021-01-03,18,14.6,3,1,1,2,2021
1,2021-01-04,26,1.9,4,1,1,45,2021
2,2021-01-04,22,17.6,4,1,1,22,2021
3,2021-01-04,29,2.0,4,1,1,27,2021
1,2021-01-05,26,16.2,5,1,1,28,2021
2,2021-01-05,15,4.9,5,1,1,44,2021
3,2021-01-05,24,19.8,5,1,1,29,2021
1,2021-01-06,16,21.7,6,1,1,39,2021
2,2021-01-06,15,31.8,6,1,1,12,2021
3,2021-01-06,19,32.7,6,1,1,10,2021
1,2021-01-07,20,9.2,7,1,1,31,2021
2,2021-01-07,21,1.7,7,1,1,10,2021
3,2021-01-07,24,29.0,7,1,1,39,2021
1,2021-01-08,26,23.9,8,1,1,3,2021
2,2021-01-08,16,22.8,8,1,1,21,2021
3,2021-01-08,18,26.0,8,1,1,12,2021
1,2021-01-09,18,11.3,9,1,1,39,2021
2,2021-01-09,24,23.2,9,1,1,23,2021
3,2021-01-09,29,25.5,9,1,1,40,2021
1,2021-01-10,26,25.9,10,1,1,51,2021
2,2021-01-10,24,3.4,10,1,1,33,2021
3,2021-01-10,20,9.7,10,1,1,50,2021
1,2021-01-11,25,24.9,11,1,1,50,2021
2,2021-01-11,24,18.5,11,1,1,30,2021
3,2021-01-11,21,25.2,11,1,1,22,2021
1,2021-01-12,24,30.2,12,1,1,45,2021
2,2021-01-12,23,32.3,12,1,1,9,2021
3,2021-01-12,27,25.6,12,1,1,35,2021
1,2021-01-13,15,15.9,13,1,1,31,2021
2,2021-01-13,18,2.3,13,1,1,35,2021
3,2021-01-13,29,24.9,13,1,1,6,2021
1,2021-01-14,28,15.0,14,1,1,33,2021
2,2021-01-14,18,21.8,14,1,1,28,2021
3,2021-01-14,29,9.8,14,1,1,34,2021
1,2021-01-15,29,27.1,15,1,1,43,2021
2,2021-01-15,28,15.6,15,1,1,52,2021
3,2021-01-15,23,19.4,15,1,1,34,2021
1,2021-01-16,20,13.9,16,1,1,28,2021
2,2021-01-16,27,23.2,16,1,1,9,2021
3,2021-01-16,25,20.8,16,1,1,6,2021
1,2021-01-17,28,9.2,17,1,1,24,2021
2,2021-01-17,27,16.3,17,1,1,12,2021
3,2021-01-17,17,12.9,17,1,1,27,2021
1,2021-01-18,24,3.9,18,1,1,26,2021
2,2021-01-18,27,32.5,18,1,1,18,2021
3,2021-01-18,26,13.5,18,1,1,29,2021
1,2021-01-19,15,32.2,19,1,1,45,2021
2,2021-01-19,27,10.9,19,1,1,4,2021
3,2021-01-19,24,16.1,19,1,1,3,2021
1,2021-01-20,29,6.4,20,1,1,25,2021
2,2021-01-20,15,9.0,20,1,1,8,2021
3,2021-01-20,17,4.4,20,1,1,18,2021
1,2021-01-21,20,25.0,21,1,1,48,2021
2,2021-01-21,21,29.2,21,1,1,4,2021
3,2021-01-21,23,8.0,21,1,1,15,2021
1,2021-01-22,22,9.3,22,1,1,19,2021
2,2021-01-22,22,21.2,22,1,1,39,2021
3,2021-01-22,24,3.4,22,1,1,49,2021
1,2021-01-23,23,10.2,23,1,1,5,2021
2,2021-01-23,21,14.8,23,1,1,19,2021
3,2021-01-23,29,14.3,23,1,1,39,2021
1,2021-01-24,22,29.7,24,1,1,23,2021
2,2021-01-24,27,17.1,24,1,1,38,2021
3,2021-01-24,23,20.4,24,1,1,11,2021
1,2021-01-25,19,23.7,25,1,1,52,2021
2,2021-01-25,21,30.0,25,1,1,15,2021
3,2021-01-25,28,14.8,25,1,1,45,2021
1,2021-01-26,24,29.4,26,1,2,24,2021
2,2021-01-26,27,28.3,26,1,2,4,2021
3,2021-01-26,15,31.1,26,1,2,18,2021
1,2021-01-27,25,1.1,27,1,1,29,2021
2,2021-01-27,21,2.3,27,1,1,9,2021
3,2021-01-27,25,11.6,27,1,1,3,2021
1,2021-01-28,20,28.6,28,1,1,25,2021
2,2021-01-28,29,31.8,28,1,1,14,2021
3,2021-01-28,21,20.0,28,1,1,24,2021
1,2021-01-29,25,27.2,29,1,1,30,2021
2,2021-01-29,25,16.2,29,1,1,15,2021
3,2021-01-29,24,6.2,29,1,1,4,2021
1,2021-01-30,27,14.9,30,1,1,43,2021
2,2021-01-30,16,30.5,30,1,1,11,2021
3,2021-01-30,24,13.4,30,1,1,17,2021
1,2021-01-31,18,32.2,31,1,1,26,2021
2,2021-01-31,19,15.0,31,1,1,11,2021
3,2021-01-31,25,6.9,31,1,1,6,2021
1,2021-02-01,27,11.3,1,2,1,31,2021
2,2021-02-01,20,3.3,1,2,1,27,2021
3,2021-02-01,16,15.1,1,2,1,47,2021
1,2021-02-02,24,11.1,2,2,1,36,2021
2,2021-02-02,16,5.5,2,2,1,42,2021
3,2021-02-02,24,28.8,2,2,1,30,2021
1,2021-02-03,19,3.8,3,2,1,1,2021
2,2021-02-03,15,20.2,3,2,1,38,2021
3,2021-02-03,23,2.5,3,2,1,28,2021
1,2021-02-04,15,17.7,4,2,1,41,2021
2,2021-02-04,28,28.2,4,2,1,48,2021
3,2021-02-04,22,31.2,4,2,1,1,2021
1,2021-02-05,26,23.9,5,2,1,6,2021
2,2021-02-05,23,2.9,5,2,1,1,2021
3,2021-02-05,24,32.1,5,2,1,49,2021
1,2021-02-06,17,16.4,6,2,1,29,2021
2,2021-02-06,16,21.3,6,2,1,17,2021
3,2021-02-06,26,10.2,6,2,1,17,2021
1,2021-02-07,15,2.1,7,2,1,20,2021
2,2021-02-07,16,27.5,7,2,1,50,2021
3,2021-02-07,18,13.7,7,2,1,37,2021
1,2021-02-08,28,14.9,8,2,1,33,2021
2,2021-02-08,25,12.4,8,2,1,38,2021
3,2021-02-08,22,32.5,8,2,1,16,2021
1,2021-02-09,28,4.6,9,2,1,24,2021
2,2021-02-09,22,28.6,9,2,1,12,2021
3,2021-02-09,15,20.2,9,2,1,28,2021
1,2021-02-10,27,7.5,10,2,1,51,2021
2,2021-02-10,25,24.6,10,2,1,31,2021
3,2021-02-10,25,3.9,10,2,1,31,2021
1,2021-02-11,23,6.8,11,2,1,35,2021
2,2021-02-11,19,3.4,11,2,1,21,2021
3,2021-02-11,24,25.9,11,2,1,4,2021
1,2021-02-12,25,7.0,12,2,1,25,2021
2,2021-02-12,29,5.4,12,2,1,20,2021
3,2021-02-12,18,27.4,12,2,1,17,2021
1,2021-02-13,27,4.9,13,2,1,35,2021
2,2021-02-13,23,20.6,13,2,1,43,2021
3,2021-02-13,17,18.6,13,2,1,46,2021
1,2021-02-14,15,1.2,14,2,1,16,2021
2,2021-02-14,19,6.2,14,2,1,36,2021
3,2021-02-14,17,32.3,14,2,1,45,2021
1,2021-02-15,24,7.1,15,2,1,28,2021
2,2021-02-15,15,21.8,15,2,1,43,2021
3,2021-02-15,19,7.0,15,2,1,40,2021
1,2021-02-16,20,5.7,16,2,3,9,2021
2,2021-02-16,27,17.3,16,2,3,16,2021
3,2021-02-16,25,22.4,16,2,3,44,2021
1,2021-02-17,22,4.0,17,2,1,42,2021
2,2021-02-17,27,4.7,17,2,1,39,2021
3,2021-02-17,22,17.7,17,2,1,52,2021
1,2021-02-18,27,19.6,18,2,1,9,2021
2,2021-02-18,17,14.6,18,2,1,40,2021
3,2021-02-18,20,32.4,18,2,1,23,2021
1,2021-02-19,16,22.8,19,2,3,11,2021
2,2021-02-19,29,3.8,19,2,3,16,2021
3,2021-02-19,25,10.0,19,2,3,7,2021
1,2021-02-20,29,1.6,20,2,1,46,2021
2,2021-02-20,29,18.7,20,2,1,43,2021
3,2021-02-20,17,4.9,20,2,1,26,2021
1,2021-02-21,20,22.9,21,2,1,9,2021
2,2021-02-21,16,20.8,21,2,1,12,2021
3,2021-02-21,21,15.8,21,2,1,5,2021
1,2021-02-22,25,7.7,22,2,1,36,2021
2,2021-02-22,17,31.9,22,2,1,17,2021
3,2021-02-22,21,14.4,22,2,1,45,2021
1,2021-02-23,26,17.3,23,2,1,19,2021
2,2021-02-23,19,22.8,23,2,1,43,2021
3,2021-02-23,18,10.4,23,2,1,49,2021
1,2021-02-24,26,4.5,24,2,1,40,2021
2,2021-02-24,29,22.9,24,2,1,28,2021
3,2021-02-24,19,5.6,24,2,1,4,2021
1,2021-02-25,29,4.0,25,2,1,3,2021
2,2021-02-25,24,22.0,25,2,1,23,2021
3,2021-02-25,16,7.7,25,2,1,31,2021
1,2021-02-26,25,1.5,26,2,1,3,2021
2,2021-02-26,17,7.5,26,2,1,29,2021
3,2021-02-26,23,9.7,26,2,1,29,2021
1,2021-02-27,24,25.6,27,2,3,49,2021
2,2021-02-27,28,24.9,27,2,3,33,2021
3,2021-02-27,20,25.5,27,2,3,23,2021
1,2021-02-28,19,25.1,28,2,1,4,2021
2,2021-02-28,19,27.5,28,2,1,31,2021
3,2021-02-28,19,29.4,28,2,1,35,2021
1,2021-03-01,20,20.1,1,3,1,41,2021
2,2021-03-01,27,32.8,1,3,1,3,2021
3,2021-03-01,15,31.5,1,3,1,19,2021
1,2021-03-02,28,16.1,2,3,1,14,2021
2,2021-03-02,15,30.0,2,3,1,14,2021
3,2021-03-02,26,12.8,2,3,1,13,2021
1,2021-03-03,20,27.6,3,3,1,51,2021
2,2021-03-03,20,23.1,3,3,1,33,2021
3,2021-03-03,27,11.6,3,3,1,31,2021
1,2021-03-04,29,17.2,4,3,1,46,2021
2,2021-03-04,15,16.7,4,3,1,10,2021
3,2021-03-04,22,1.2,4,3,1,31,2021
1,2021-03-05,27,15.1,5,3,1,50,2021
2,2021-03-05,18,5.2,5,3,1,28,2021
3,2021-03-05,17,16.7,5,3,1,32,2021
1,2021-03-06,27,22.5,6,3,1,33,2021
2,2021-03-06,22,31.6,6,3,1,3,2021
3,2021-03-06,27,26.6,6,3,1,24,2021
1,2021-03-07,29,13.5,7,3,1,23,2021
2,2021-03-07,28,9.5,7,3,1,32,2021
3,2021-03-07,22,20.1,7,3,1,33,2021
1,2021-03-08,19,28.5,8,3,3,8,2021
2,2021-03-08,29,18.2,8,3,3,34,2021
3,2021-03-08,19,4.8,8,3,3,5,2021
1,2021-03-09,20,18.6,9,3,1,26,2021
2,2021-03-09,15,14.1,9,3,1,26,2021
3,2021-03-09,15,30.6,9,3,1,20,2021
1,2021-03-10,19,16.6,10,3,1,26,2021
2,2021-03-10,21,16.4,10,3,1,31,2021
3,2021-03-10,18,18.4,10,3,1,1,2021
1,2021-03-11,24,25.9,11,3,1,51,2021
2,2021-03-11,24,17.0,11,3,1,51,2021
3,2021-03-11,22,30.6,11,3,1,3,2021
1,2021-03-12,16,19.5,12,3,1,24,2021
2,2021-03-12,23,21.3,12,3,1,7,2021
3,2021-03-12,29,13.1,12,3,1,25,2021
1,2021-03-13,29,5.6,13,3,1,33,2021
2,2021-03-13,19,26.0,13,3,1,20,2021
3,2021-03-13,22,13.7,13,3,1,9,2021
1,2021-03-14,23,6.9,14,3,1,2,2021
2,2021-03-14,17,19.7,14,3,1,42,2021
3,2021-03-14,23,6.1,14,3,1,6,2021
1,2021-03-15,15,25.7,15,3,1,38,2021
2,2021-03-15,18,27.3,15,3,1,3,2021
3,2021-03-15,21,31.1,15,3,1,26,2021
1,2021-03-16,22,22.0,16,3,1,8,2021
2,2021-03-16,15,21.0,16,3,1,45,2021
3,2021-03-16,23,6.8,16,3,1,45,2021
1,2021-03-17,18,17.7,17,3,1,26,2021
2,2021-03-17,22,1.7,17,3,1,37,2021
3,2021-03-17,21,23.9,17,3,1,12,2021
1,2021-03-18,25,30.2,18,3,1,32,2021
2,2021-03-18,23,27.1,18,3,1,22,2021
3,2021-03-18,16,12.5,18,3,1,20,2021
1,2021-03-19,22,5.5,19,3,1,10,2021
2,2021-03-19,28,8.0,19,3,1,28,2021
3,2021-03-19,27,16.4,19,3,1,52,2021
1,2021-03-20,15,22.3,20,3,1,21,2021
2,2021-03-20,20,0.8,20,3,1,9,2021
3,2021-03-20,25,17.9,20,3,1,45,2021
1,2021-03-21,22,7.9,21,3,1,33,2021
2,2021-03-21,15,15.0,21,3,1,41,2021
3,2021-03-21,21,2.3,21,3,1,16,2021
1,2021-03-22,16,32.7,22,3,1,1,2021
2,2021-03-22,17,26.7,22,3,1,8,2021
3,2021-03-22,17,8.2,22,3,1,5,2021
1,2021-03-23,21,22.2,23,3,1,18,2021
2,2021-03-23,16,19.4,23,3,1,33,2021
3,2021-03-23,29,11.0,23,3,1,39,2021
1,2021-03-24,29,20.8,24,3,1,38,2021
2,2021-03-24,23,7.6,24,3,1,43,2021
3,2021-03-24,19,6.5,24,3,1,25,2021
1,2021-03-25,20,15.9,25,3,1,16,2021
2,2021-03-25,18,21.2,25,3,1,12,2021
3,2021-03-25,15,30.4,25,3,1,27,2021
1,2021-03-26,23,6.9,26,3,1,5,2021
2,2021-03-26,26,5.8,26,3,1,35,2021
3,2021-03-26,15,17.2,26,3,1,50,2021
1,2021-03-27,22,29.3,27,3,1,41,2021
2,2021-03-27,16,29.6,27,3,1,39,2021
3,2021-03-27,25,16.4,27,3,1,17,2021
1,2021-03-28,22,11.2,28,3,3,3,2021
2,2021-03-28,19,22.2,28,3,3,23,2021
3,2021-03-28,21,11.3,28,3,3,45,2021
1,2021-03-29,27,2.6,29,3,3,10,2021
2,2021-03-29,23,32.0,29,3,3,41,2021
3,2021-03-29,16,12.2,29,3,3,37,2021
1,2021-03-30,27,25.0,30,3,1,17,2021
2,2021-03-30,21,4.6,30,3,1,49,2021
3,2021-03-30,23,22.7,30,3,1,32,2021
1,2021-03-31,22,1.4,31,3,1,22,2021
2,2021-03-31,25,26.8,31,3,1,1,2021
3,2021-03-31,15,6.9,31,3,1,13,2021
1,2021-04-01,29,16.1,1,4,1,7,2021
2,2021-04-01,21,20.7,1,4,1,5,2021
3,2021-04-01,19,16.8,1,4,1,9,2021
1,2021-04-02,20,9.7,2,4,5,16,2021
2,2021-04-02,19,23.0,2,4,5,16,2021
3,2021-04-02,19,11.8,2,4,5,13,2021
1,2021-04-03,27,11.1,3,4,1,8,2021
2,2021-04-03,25,32.4,3,4,1,36,2021
3,2021-04-03,24,30.7,3,4,1,33,2021
1,2021-04-04,27,10.1,4,4,5,1,2021
2,2021-04-04,21,30.5,4,4,5,3,2021
3,2021-04-04,21,19.3,4,4,5,15,2021
1,2021-04-05,22,24.5,5,4,1,30,2021
2,2021-04-05,21,9.5,5,4,1,43,2021
3,2021-04-05,15,20.7,5,4,1,40,2021
1,2021-04-06,15,19.0,6,4,1,28,2021
2,2021-04-06,23,5.3,6,4,1,3,2021
3,2021-04-06,18,19.4,6,4,1,33,2021
1,2021-04-07,23,15.6,7,4,1,45,2021
2,2021-04-07,24,29.5,7,4,1,33,2021
3,2021-04-07,18,23.6,7,4,1,5,2021
1,2021-04-08,19,1.9,8,4,1,23,2021
2,2021-04-08,28,23.0,8,4,1,39,2021
3,2021-04-08,18,11.7,8,4,1,4,2021
1,2021-04-09,28,18.0,9,4,1,31,2021
2,2021-04-09,23,1.9,9,4,1,14,2021
3,2021-04-09,21,8.4,9,4,1,10,2021
1,2021-04-10,29,31.3,10,4,1,27,2021
2,2021-04-10,20,30.3,10,4,1,45,2021
3,2021-04-10,27,32.3,10,4,1,50,2021
1,2021-04-11,26,30.6,11,4,1,40,2021
2,2021-04-11,20,18.9,11,4,1,2,2021
3,2021-04-11,22,2.6,11,4,1,11,2021
1,2021-04-12,15,30.7,12,4,1,43,2021
2,2021-04-12,26,17.7,12,4,1,4,2021
3,2021-04-12,25,0.8,12,4,1,26,2021
1,2021-04-13,16,3.6,13,4,1,6,2021
2,2021-04-13,19,30.1,13,4,1,19,2021
3,2021-04-13,26,19.4,13,4,1,24,2021
1,2021-04-14,26,6.0,14,4,1,26,2021
2,2021-04-14,29,10.4,14,4,1,32,2021
3,2021-04-14,16,20.0,14,4,1,25,2021
1,2021-04-15,18,24.5,15,4,1,2,2021
2,2021-04-15,24,22.0,15,4,1,12,2021
3,2021-04-15,23,26.9,15,4,1,28,2021
1,2021-04-16,20,8.7,16,4,1,46,2021
2,2021-04-16,20,31.6,16,4,1,18,2021
3,2021-04-16,20,18.7,16,4,1,16,2021
1,2021-04-17,29,3.4,17,4,1,13,2021
2,2021-04-17,21,30.8,17,4,1,7,2021
3,2021-04-17,15,17.7,17,4,1,22,2021
1,2021-04-18,21,27.7,18,4,1,13,2021
2,2021-04-18,29,11.6,18,4,1,29,2021
3,2021-04-18,20,8.8,18,4,1,48,2021
1,2021-04-19,19,11.5,19,4,1,10,2021
2,2021-04-19,17,21.0,19,4,1,46,2021
3,2021-04-19,17,14.8,19,4,1,10,2021
