Date,Week,Food_Item_1,Food_Item_2,Food_Item_3,Food_Item_4,Food_Item_5,Event,Inventory_Status
2017-11-24,47,Food_Item_1:31,Food_Item_2:44,Food_Item_3:50,Food_Item_4:61,Food_Item_5:64,None,Correct
2017-11-25,47,Food_Item_1:26,Food_Item_2:40,Food_Item_3:24,Food_Item_4:65,Food_Item_5:78,Valentine's_Day,Correct
2017-11-26,47,Food_Item_1:45,Food_Item_2:72,Food_Item_3:64,Food_Item_4:21,Food_Item_5:45,None,Correct
2017-11-27,48,Food_Item_1:71,Food_Item_2:53,Food_Item_3:51,Food_Item_4:24,Food_Item_5:53,Valentine's_Day,Correct
2017-11-28,48,Food_Item_1:72,Food_Item_2:70,Food_Item_3:61,Food_Item_4:27,Food_Item_5:68,Special_Event,Overflow
2017-11-29,48,Food_Item_1:77,Food_Item_2:27,Food_Item_3:31,Food_Item_4:75,Food_Item_5:58,Seasonal,Underflow
2017-11-30,48,Food_Item_1:48,Food_Item_2:71,Food_Item_3:40,Food_Item_4:27,Food_Item_5:22,None,Correct
2017-12-01,48,Food_Item_1:30,Food_Item_2:25,Food_Item_3:55,Food_Item_4:36,Food_Item_5:74,Special_Event,Underflow
2017-12-02,48,Food_Item_1:27,Food_Item_2:52,Food_Item_3:39,Food_Item_4:43,Food_Item_5:54,None,Overflow
2017-12-03,48,Food_Item_1:62,Food_Item_2:20,Food_Item_3:35,Food_Item_4:39,Food_Item_5:22,Christmas,Correct
2017-12-04,49,Food_Item_1:70,Food_Item_2:38,Food_Item_3:62,Food_Item_4:54,Food_Item_5:48,None,Correct
2017-12-05,49,Food_Item_1:40,Food_Item_2:53,Food_Item_3:78,Food_Item_4:42,Food_Item_5:58,None,Correct
2017-12-06,49,Food_Item_1:26,Food_Item_2:62,Food_Item_3:72,Food_Item_4:22,Food_Item_5:35,None,Correct
2017-12-07,49,Food_Item_1:74,Food_Item_2:73,Food_Item_3:33,Food_Item_4:28,Food_Item_5:58,None,Correct
2017-12-08,49,Food_Item_1:37,Food_Item_2:28,Food_Item_3:66,Food_Item_4:59,Food_Item_5:47,None,Correct
2017-12-09,49,Food_Item_1:44,Food_Item_2:61,Food_Item_3:77,Food_Item_4:30,Food_Item_5:45,None,Overflow
2017-12-10,49,Food_Item_1:63,Food_Item_2:47,Food_Item_3:80,Food_Item_4:64,Food_Item_5:29,None,Underflow
2017-12-11,50,Food_Item_1:66,Food_Item_2:37,Food_Item_3:60,Food_Item_4:64,Food_Item_5:61,None,Correct
2017-12-12,50,Food_Item_1:62,Food_Item_2:61,Food_Item_3:72,Food_Item_4:52,Food_Item_5:58,None,Overflow
2017-12-13,50,Food_Item_1:40,Food_Item_2:70,Food_Item_3:47,Food_Item_4:44,Food_Item_5:21,Christmas,Correct
2017-12-14,50,Food_Item_1:37,Food_Item_2:27,Food_Item_3:54,Food_Item_4:27,Food_Item_5:63,None,Underflow
2017-12-15,50,Food_Item_1:60,Food_Item_2:25,Food_Item_3:43,Food_Item_4:78,Food_Item_5:41,Special_Event,Correct
2017-12-16,50,Food_Item_1:71,Food_Item_2:34,Food_Item_3:37,Food_Item_4:20,Food_Item_5:26,None,Overflow
2017-12-17,50,Food_Item_1:44,Food_Item_2:80,Food_Item_3:26,Food_Item_4:70,Food_Item_5:79,None,Correct
2017-12-18,51,Food_Item_1:76,Food_Item_2:39,Food_Item_3:57,Food_Item_4:72,Food_Item_5:71,None,Correct
2017-12-19,51,Food_Item_1:64,Food_Item_2:56,Food_Item_3:75,Food_Item_4:38,Food_Item_5:55,None,Underflow
2017-12-20,51,Food_Item_1:23,Food_Item_2:30,Food_Item_3:40,Food_Item_4:80,Food_Item_5:68,None,Correct
2017-12-21,51,Food_Item_1:67,Food_Item_2:63,Food_Item_3:70,Food_Item_4:54,Food_Item_5:55,None,Overflow
2017-12-22,51,Food_Item_1:50,Food_Item_2:57,Food_Item_3:28,Food_Item_4:36,Food_Item_5:20,Seasonal,Correct
2017-12-23,51,Food_Item_1:62,Food_Item_2:28,Food_Item_3:29,Food_Item_4:44,Food_Item_5:56,Special_Event,Underflow
2017-12-24,51,Food_Item_1:66,Food_Item_2:60,Food_Item_3:43,Food_Item_4:65,Food_Item_5:69,None,Correct
2017-12-25,52,Food_Item_1:65,Food_Item_2:49,Food_Item_3:31,Food_Item_4:48,Food_Item_5:42,Special_Event,Correct
2017-12-26,52,Food_Item_1:37,Food_Item_2:80,Food_Item_3:47,Food_Item_4:53,Food_Item_5:80,Special_Event,Overflow
2017-12-27,52,Food_Item_1:34,Food_Item_2:39,Food_Item_3:60,Food_Item_4:74,Food_Item_5:25,Christmas,Correct
2017-12-28,52,Food_Item_1:40,Food_Item_2:74,Food_Item_3:25,Food_Item_4:60,Food_Item_5:25,None,Correct
2017-12-29,52,Food_Item_1:25,Food_Item_2:30,Food_Item_3:56,Food_Item_4:23,Food_Item_5:25,Special_Event,Correct
2017-12-30,52,Food_Item_1:51,Food_Item_2:71,Food_Item_3:75,Food_Item_4:20,Food_Item_5:80,None,Correct
2017-12-31,52,Food_Item_1:66,Food_Item_2:28,Food_Item_3:50,Food_Item_4:51,Food_Item_5:52,Seasonal,Correct
2018-01-01,1,Food_Item_1:54,Food_Item_2:64,Food_Item_3:27,Food_Item_4:45,Food_Item_5:20,Special_Event,Overflow
2018-01-02,1,Food_Item_1:67,Food_Item_2:20,Food_Item_3:65,Food_Item_4:47,Food_Item_5:64,Seasonal,Correct
2018-01-03,1,Food_Item_1:67,Food_Item_2:62,Food_Item_3:80,Food_Item_4:78,Food_Item_5:72,Christmas,Overflow
2018-01-04,1,Food_Item_1:63,Food_Item_2:58,Food_Item_3:22,Food_Item_4:58,Food_Item_5:48,Christmas,Correct
2018-01-05,1,Food_Item_1:76,Food_Item_2:68,Food_Item_3:53,Food_Item_4:77,Food_Item_5:34,None,Correct
2018-01-06,1,Food_Item_1:28,Food_Item_2:52,Food_Item_3:42,Food_Item_4:80,Food_Item_5:23,None,Correct
2018-01-07,1,Food_Item_1:43,Food_Item_2:27,Food_Item_3:41,Food_Item_4:78,Food_Item_5:63,None,Correct
2018-01-08,2,Food_Item_1:69,Food_Item_2:74,Food_Item_3:27,Food_Item_4:38,Food_Item_5:39,None,Correct
2018-01-09,2,Food_Item_1:20,Food_Item_2:67,Food_Item_3:60,Food_Item_4:56,Food_Item_5:45,None,Correct
2018-01-10,2,Food_Item_1:79,Food_Item_2:61,Food_Item_3:52,Food_Item_4:72,Food_Item_5:77,None,Correct
2018-01-11,2,Food_Item_1:59,Food_Item_2:74,Food_Item_3:51,Food_Item_4:23,Food_Item_5:42,None,Correct
2018-01-12,2,Food_Item_1:39,Food_Item_2:42,Food_Item_3:26,Food_Item_4:20,Food_Item_5:42,Valentine's_Day,Correct
2018-01-13,2,Food_Item_1:42,Food_Item_2:20,Food_Item_3:26,Food_Item_4:47,Food_Item_5:51,None,Correct
2018-01-14,2,Food_Item_1:77,Food_Item_2:29,Food_Item_3:46,Food_Item_4:27,Food_Item_5:78,None,Correct
2018-01-15,3,Food_Item_1:62,Food_Item_2:36,Food_Item_3:34,Food_Item_4:50,Food_Item_5:45,None,Correct
2018-01-16,3,Food_Item_1:77,Food_Item_2:31,Food_Item_3:54,Food_Item_4:71,Food_Item_5:37,None,Correct
2018-01-17,3,Food_Item_1:73,Food_Item_2:48,Food_Item_3:30,Food_Item_4:28,Food_Item_5:42,Special_Event,Underflow
2018-01-18,3,Food_Item_1:76,Food_Item_2:75,Food_Item_3:65,Food_Item_4:32,Food_Item_5:27,None,Underflow
2018-01-19,3,Food_Item_1:45,Food_Item_2:46,Food_Item_3:67,Food_Item_4:41,Food_Item_5:77,None,Correct
2018-01-20,3,Food_Item_1:80,Food_Item_2:50,Food_Item_3:62,Food_Item_4:37,Food_Item_5:27,None,Correct
2018-01-21,3,Food_Item_1:71,Food_Item_2:63,Food_Item_3:65,Food_Item_4:28,Food_Item_5:40,Special_Event,Correct
2018-01-22,4,Food_Item_1:45,Food_Item_2:52,Food_Item_3:66,Food_Item_4:79,Food_Item_5:67,Valentine's_Day,Correct
2018-01-23,4,Food_Item_1:27,Food_Item_2:26,Food_Item_3:70,Food_Item_4:21,Food_Item_5:28,None,Correct
2018-01-24,4,Food_Item_1:69,Food_Item_2:63,Food_Item_3:35,Food_Item_4:23,Food_Item_5:63,Valentine's_Day,Correct
2018-01-25,4,Food_Item_1:58,Food_Item_2:67,Food_Item_3:20,Food_Item_4:47,Food_Item_5:50,None,Correct
2018-01-26,4,Food_Item_1:68,Food_Item_2:47,Food_Item_3:35,Food_Item_4:59,Food_Item_5:29,Special_Event,Correct
2018-01-27,4,Food_Item_1:37,Food_Item_2:69,Food_Item_3:27,Food_Item_4:75,Food_Item_5:36,Christmas,Correct
2018-01-28,4,Food_Item_1:72,Food_Item_2:47,Food_Item_3:32,Food_Item_4:50,Food_Item_5:65,Special_Event,Correct
2018-01-29,5,Food_Item_1:66,Food_Item_2:52,Food_Item_3:59,Food_Item_4:31,Food_Item_5:32,Christmas,Correct
2018-01-30,5,Food_Item_1:60,Food_Item_2:29,Food_Item_3:34,Food_Item_4:27,Food_Item_5:28,None,Correct
2018-01-31,5,Food_Item_1:32,Food_Item_2:79,Food_Item_3:29,Food_Item_4:47,Food_Item_5:21,Special_Event,Underflow
2018-02-01,5,Food_Item_1:23,Food_Item_2:44,Food_Item_3:46,Food_Item_4:53,Food_Item_5:39,Special_Event,Overflow
2018-02-02,5,Food_Item_1:34,Food_Item_2:41,Food_Item_3:47,Food_Item_4:50,Food_Item_5:23,Seasonal,Correct
2018-02-03,5,Food_Item_1:39,Food_Item_2:27,Food_Item_3:37,Food_Item_4:43,Food_Item_5:37,Christmas,Correct
2018-02-04,5,Food_Item_1:35,Food_Item_2:40,Food_Item_3:77,Food_Item_4:23,Food_Item_5:31,None,Underflow
2018-02-05,6,Food_Item_1:67,Food_Item_2:40,Food_Item_3:33,Food_Item_4:38,Food_Item_5:50,None,Correct
2018-02-06,6,Food_Item_1:47,Food_Item_2:31,Food_Item_3:36,Food_Item_4:80,Food_Item_5:51,None,Correct
2018-02-07,6,Food_Item_1:26,Food_Item_2:62,Food_Item_3:20,Food_Item_4:63,Food_Item_5:55,Special_Event,Correct
2018-02-08,6,Food_Item_1:43,Food_Item_2:67,Food_Item_3:71,Food_Item_4:43,Food_Item_5:67,Special_Event,Correct
2018-02-09,6,Food_Item_1:43,Food_Item_2:35,Food_Item_3:61,Food_Item_4:37,Food_Item_5:33,Seasonal,Underflow
2018-02-10,6,Food_Item_1:26,Food_Item_2:28,Food_Item_3:60,Food_Item_4:67,Food_Item_5:58,None,Correct
2018-02-11,6,Food_Item_1:78,Food_Item_2:76,Food_Item_3:61,Food_Item_4:72,Food_Item_5:32,None,Correct
2018-02-12,7,Food_Item_1:26,Food_Item_2:24,Food_Item_3:80,Food_Item_4:54,Food_Item_5:59,None,Correct
2018-02-13,7,Food_Item_1:68,Food_Item_2:32,Food_Item_3:54,Food_Item_4:66,Food_Item_5:29,None,Correct
2018-02-14,7,Food_Item_1:55,Food_Item_2:65,Food_Item_3:36,Food_Item_4:77,Food_Item_5:76,Special_Event,Overflow
2018-02-15,7,Food_Item_1:55,Food_Item_2:42,Food_Item_3:77,Food_Item_4:43,Food_Item_5:48,Special_Event,Correct
2018-02-16,7,Food_Item_1:47,Food_Item_2:24,Food_Item_3:50,Food_Item_4:46,Food_Item_5:53,Christmas,Correct
2018-02-17,7,Food_Item_1:21,Food_Item_2:30,Food_Item_3:58,Food_Item_4:37,Food_Item_5:64,Christmas,Correct
2018-02-18,7,Food_Item_1:56,Food_Item_2:23,Food_Item_3:70,Food_Item_4:64,Food_Item_5:32,Special_Event,Correct
2018-02-19,8,Food_Item_1:63,Food_Item_2:54,Food_Item_3:75,Food_Item_4:52,Food_Item_5:24,None,Correct
2018-02-20,8,Food_Item_1:44,Food_Item_2:55,Food_Item_3:69,Food_Item_4:44,Food_Item_5:45,Special_Event,Correct
2018-02-21,8,Food_Item_1:20,Food_Item_2:30,Food_Item_3:56,Food_Item_4:33,Food_Item_5:57,Special_Event,Overflow
2018-02-22,8,Food_Item_1:70,Food_Item_2:52,Food_Item_3:49,Food_Item_4:52,Food_Item_5:65,Special_Event,Correct
2018-02-23,8,Food_Item_1:74,Food_Item_2:34,Food_Item_3:38,Food_Item_4:65,Food_Item_5:37,Seasonal,Correct
2018-02-24,8,Food_Item_1:22,Food_Item_2:54,Food_Item_3:35,Food_Item_4:38,Food_Item_5:22,Special_Event,Overflow
2018-02-25,8,Food_Item_1:37,Food_Item_2:79,Food_Item_3:28,Food_Item_4:37,Food_Item_5:75,Special_Event,Correct
2018-02-26,9,Food_Item_1:35,Food_Item_2:72,Food_Item_3:33,Food_Item_4:54,Food_Item_5:27,None,Correct
2018-02-27,9,Food_Item_1:58,Food_Item_2:43,Food_Item_3:40,Food_Item_4:25,Food_Item_5:80,Special_Event,Correct
2018-02-28,9,Food_Item_1:66,Food_Item_2:28,Food_Item_3:46,Food_Item_4:77,Food_Item_5:59,None,Overflow
2018-03-01,9,Food_Item_1:60,Food_Item_2:72,Food_Item_3:20,Food_Item_4:72,Food_Item_5:42,None,Overflow
2018-03-02,9,Food_Item_1:31,Food_Item_2:36,Food_Item_3:21,Food_Item_4:54,Food_Item_5:62,Christmas,Correct
2018-03-03,9,Food_Item_1:69,Food_Item_2:57,Food_Item_3:26,Food_Item_4:66,Food_Item_5:67,Special_Event,Overflow
2018-03-04,9,Food_Item_1:36,Food_Item_2:75,Food_Item_3:60,Food_Item_4:60,Food_Item_5:58,Seasonal,Overflow
2018-03-05,10,Food_Item_1:34,Food_Item_2:40,Food_Item_3:37,Food_Item_4:33,Food_Item_5:57,Special_Event,Overflow
2018-03-06,10,Food_Item_1:45,Food_Item_2:29,Food_Item_3:48,Food_Item_4:34,Food_Item_5:66,Special_Event,Correct
2018-03-07,10,Food_Item_1:77,Food_Item_2:50,Food_Item_3:25,Food_Item_4:51,Food_Item_5:31,None,Overflow
2018-03-08,10,Food_Item_1:31,Food_Item_2:32,Food_Item_3:56,Food_Item_4:51,Food_Item_5:80,Special_Event,Correct
2018-03-09,10,Food_Item_1:21,Food_Item_2:39,Food_Item_3:30,Food_Item_4:76,Food_Item_5:31,Valentine's_Day,Correct
2018-03-10,10,Food_Item_1:32,Food_Item_2:24,Food_Item_3:29,Food_Item_4:24,Food_Item_5:47,None,Overflow
2018-03-11,10,Food_Item_1:45,Food_Item_2:26,Food_Item_3:66,Food_Item_4:53,Food_Item_5:28,Special_Event,Overflow
2018-03-12,11,Food_Item_1:58,Food_Item_2:26,Food_Item_3:44,Food_Item_4:44,Food_Item_5:21,None,Underflow
2018-03-13,11,Food_Item_1:73,Food_Item_2:61,Food_Item_3:79,Food_Item_4:22,Food_Item_5:28,None,Underflow
2018-03-14,11,Food_Item_1:29,Food_Item_2:80,Food_Item_3:60,Food_Item_4:58,Food_Item_5:20,Special_Event,Underflow
2018-03-15,11,Food_Item_1:70,Food_Item_2:26,Food_Item_3:54,Food_Item_4:67,Food_Item_5:72,None,Correct
2018-03-16,11,Food_Item_1:32,Food_Item_2:28,Food_Item_3:50,Food_Item_4:68,Food_Item_5:56,Valentine's_Day,Overflow
2018-03-17,11,Food_Item_1:39,Food_Item_2:41,Food_Item_3:50,Food_Item_4:29,Food_Item_5:35,None,Correct
2018-03-18,11,Food_Item_1:60,Food_Item_2:54,Food_Item_3:27,Food_Item_4:21,Food_Item_5:72,None,Correct
2018-03-19,12,Food_Item_1:26,Food_Item_2:52,Food_Item_3:76,Food_Item_4:73,Food_Item_5:46,None,Overflow
2018-03-20,12,Food_Item_1:21,Food_Item_2:34,Food_Item_3:47,Food_Item_4:44,Food_Item_5:29,None,Correct
2018-03-21,12,Food_Item_1:78,Food_Item_2:76,Food_Item_3:63,Food_Item_4:44,Food_Item_5:63,Valentine's_Day,Overflow
2018-03-22,12,Food_Item_1:27,Food_Item_2:51,Food_Item_3:30,Food_Item_4:27,Food_Item_5:34,None,Overflow
2018-03-23,12,Food_Item_1:42,Food_Item_2:24,Food_Item_3:59,Food_Item_4:41,Food_Item_5:27,None,Overflow
2018-03-24,12,Food_Item_1:25,Food_Item_2:77,Food_Item_3:22,Food_Item_4:58,Food_Item_5:29,None,Correct
2018-03-25,12,Food_Item_1:58,Food_Item_2:31,Food_Item_3:63,Food_Item_4:47,Food_Item_5:29,Valentine's_Day,Correct
2018-03-26,13,Food_Item_1:59,Food_Item_2:72,Food_Item_3:38,Food_Item_4:42,Food_Item_5:76,None,Overflow
2018-03-27,13,Food_Item_1:62,Food_Item_2:43,Food_Item_3:79,Food_Item_4:36,Food_Item_5:71,Christmas,Correct
2018-03-28,13,Food_Item_1:70,Food_Item_2:20,Food_Item_3:75,Food_Item_4:79,Food_Item_5:29,Special_Event,Correct
2018-03-29,13,Food_Item_1:29,Food_Item_2:44,Food_Item_3:48,Food_Item_4:66,Food_Item_5:70,Special_Event,Correct
2018-03-30,13,Food_Item_1:24,Food_Item_2:27,Food_Item_3:56,Food_Item_4:47,Food_Item_5:66,None,Underflow
2018-03-31,13,Food_Item_1:28,Food_Item_2:31,Food_Item_3:69,Food_Item_4:44,Food_Item_5:42,None,Correct
2018-04-01,13,Food_Item_1:64,Food_Item_2:46,Food_Item_3:58,Food_Item_4:70,Food_Item_5:60,None,Overflow
2018-04-02,14,Food_Item_1:61,Food_Item_2:78,Food_Item_3:35,Food_Item_4:44,Food_Item_5:46,Seasonal,Correct
2018-04-03,14,Food_Item_1:51,Food_Item_2:54,Food_Item_3:54,Food_Item_4:72,Food_Item_5:34,None,Correct
2018-04-04,14,Food_Item_1:46,Food_Item_2:53,Food_Item_3:56,Food_Item_4:69,Food_Item_5:64,Valentine's_Day,Correct
2018-04-05,14,Food_Item_1:25,Food_Item_2:35,Food_Item_3:43,Food_Item_4:20,Food_Item_5:33,Christmas,Underflow
2018-04-06,14,Food_Item_1:55,Food_Item_2:50,Food_Item_3:28,Food_Item_4:78,Food_Item_5:27,None,Correct
2018-04-07,14,Food_Item_1:74,Food_Item_2:74,Food_Item_3:75,Food_Item_4:69,Food_Item_5:72,None,Correct
2018-04-08,14,Food_Item_1:73,Food_Item_2:74,Food_Item_3:55,Food_Item_4:79,Food_Item_5:78,None,Correct
2018-04-09,15,Food_Item_1:34,Food_Item_2:23,Food_Item_3:67,Food_Item_4:28,Food_Item_5:27,Christmas,Correct
2018-04-10,15,Food_Item_1:44,Food_Item_2:66,Food_Item_3:21,Food_Item_4:64,Food_Item_5:47,None,Correct
2018-04-11,15,Food_Item_1:62,Food_Item_2:57,Food_Item_3:24,Food_Item_4:50,Food_Item_5:73,Seasonal,Correct
2018-04-12,15,Food_Item_1:29,Food_Item_2:43,Food_Item_3:29,Food_Item_4:25,Food_Item_5:35,None,Correct
2018-04-13,15,Food_Item_1:72,Food_Item_2:46,Food_Item_3:29,Food_Item_4:68,Food_Item_5:31,None,Correct
2018-04-14,15,Food_Item_1:53,Food_Item_2:64,Food_Item_3:80,Food_Item_4:39,Food_Item_5:50,None,Correct
2018-04-15,15,Food_Item_1:70,Food_Item_2:61,Food_Item_3:64,Food_Item_4:20,Food_Item_5:38,None,Underflow
2018-04-16,16,Food_Item_1:61,Food_Item_2:22,Food_Item_3:58,Food_Item_4:68,Food_Item_5:31,Seasonal,Underflow
2018-04-17,16,Food_Item_1:73,Food_Item_2:47,Food_Item_3:63,Food_Item_4:80,Food_Item_5:76,None,Correct
2018-04-18,16,Food_Item_1:36,Food_Item_2:78,Food_Item_3:56,Food_Item_4:52,Food_Item_5:39,Special_Event,Correct
2018-04-19,16,Food_Item_1:30,Food_Item_2:37,Food_Item_3:25,Food_Item_4:53,Food_Item_5:44,Christmas,Correct
2018-04-20,16,Food_Item_1:33,Food_Item_2:45,Food_Item_3:59,Food_Item_4:23,Food_Item_5:34,None,Overflow
2018-04-21,16,Food_Item_1:55,Food_Item_2:58,Food_Item_3:73,Food_Item_4:24,Food_Item_5:72,Special_Event,Correct
2018-04-22,16,Food_Item_1:61,Food_Item_2:61,Food_Item_3:45,Food_Item_4:72,Food_Item_5:44,None,Overflow
2018-04-23,17,Food_Item_1:61,Food_Item_2:47,Food_Item_3:32,Food_Item_4:37,Food_Item_5:26,None,Correct
2018-04-24,17,Food_Item_1:69,Food_Item_2:74,Food_Item_3:41,Food_Item_4:21,Food_Item_5:35,None,Correct
2018-04-25,17,Food_Item_1:24,Food_Item_2:33,Food_Item_3:58,Food_Item_4:20,Food_Item_5:68,Christmas,Correct
2018-04-26,17,Food_Item_1:32,Food_Item_2:60,Food_Item_3:79,Food_Item_4:22,Food_Item_5:35,None,Overflow
2018-04-27,17,Food_Item_1:56,Food_Item_2:22,Food_Item_3:56,Food_Item_4:70,Food_Item_5:50,None,Correct
2018-04-28,17,Food_Item_1:80,Food_Item_2:39,Food_Item_3:20,Food_Item_4:42,Food_Item_5:68,None,Correct
2018-04-29,17,Food_Item_1:32,Food_Item_2:40,Food_Item_3:68,Food_Item_4:45,Food_Item_5:66,None,Correct
2018-04-30,18,Food_Item_1:63,Food_Item_2:26,Food_Item_3:41,Food_Item_4:46,Food_Item_5:77,Special_Event,Correct
2018-05-01,18,Food_Item_1:71,Food_Item_2:69,Food_Item_3:29,Food_Item_4:21,Food_Item_5:57,Special_Event,Correct
2018-05-02,18,Food_Item_1:75,Food_Item_2:74,Food_Item_3:22,Food_Item_4:38,Food_Item_5:30,None,Correct
2018-05-03,18,Food_Item_1:76,Food_Item_2:60,Food_Item_3:25,Food_Item_4:80,Food_Item_5:65,None,Correct
2018-05-04,18,Food_Item_1:63,Food_Item_2:61,Food_Item_3:29,Food_Item_4:69,Food_Item_5:65,None,Overflow
2018-05-05,18,Food_Item_1:53,Food_Item_2:66,Food_Item_3:58,Food_Item_4:61,Food_Item_5:53,Christmas,Correct
2018-05-06,18,Food_Item_1:70,Food_Item_2:28,Food_Item_3:41,Food_Item_4:38,Food_Item_5:43,Special_Event,Overflow
2018-05-07,19,Food_Item_1:22,Food_Item_2:77,Food_Item_3:65,Food_Item_4:69,Food_Item_5:63,None,Correct
2018-05-08,19,Food_Item_1:59,Food_Item_2:58,Food_Item_3:24,Food_Item_4:29,Food_Item_5:56,Special_Event,Correct
2018-05-09,19,Food_Item_1:71,Food_Item_2:20,Food_Item_3:29,Food_Item_4:69,Food_Item_5:75,None,Overflow
2018-05-10,19,Food_Item_1:71,Food_Item_2:70,Food_Item_3:77,Food_Item_4:25,Food_Item_5:51,None,Correct
2018-05-11,19,Food_Item_1:79,Food_Item_2:38,Food_Item_3:30,Food_Item_4:24,Food_Item_5:37,Seasonal,Correct
2018-05-12,19,Food_Item_1:24,Food_Item_2:31,Food_Item_3:65,Food_Item_4:69,Food_Item_5:49,None,Correct
2018-05-13,19,Food_Item_1:36,Food_Item_2:68,Food_Item_3:76,Food_Item_4:48,Food_Item_5:61,Christmas,Overflow
2018-05-14,20,Food_Item_1:56,Food_Item_2:51,Food_Item_3:22,Food_Item_4:43,Food_Item_5:74,None,Correct
2018-05-15,20,Food_Item_1:59,Food_Item_2:78,Food_Item_3:63,Food_Item_4:28,Food_Item_5:48,None,Overflow
2018-05-16,20,Food_Item_1:80,Food_Item_2:40,Food_Item_3:43,Food_Item_4:25,Food_Item_5:63,None,Correct
2018-05-17,20,Food_Item_1:76,Food_Item_2:76,Food_Item_3:63,Food_Item_4:22,Food_Item_5:59,Christmas,Underflow
2018-05-18,20,Food_Item_1:70,Food_Item_2:35,Food_Item_3:64,Food_Item_4:72,Food_Item_5:55,None,Overflow
2018-05-19,20,Food_Item_1:38,Food_Item_2:44,Food_Item_3:30,Food_Item_4:56,Food_Item_5:45,Valentine's_Day,Correct
2018-05-20,20,Food_Item_1:75,Food_Item_2:49,Food_Item_3:62,Food_Item_4:25,Food_Item_5:42,None,Correct
2018-05-21,21,Food_Item_1:77,Food_Item_2:72,Food_Item_3:49,Food_Item_4:26,Food_Item_5:25,None,Correct
2018-05-22,21,Food_Item_1:79,Food_Item_2:45,Food_Item_3:69,Food_Item_4:47,Food_Item_5:32,None,Underflow
2018-05-23,21,Food_Item_1:41,Food_Item_2:58,Food_Item_3:51,Food_Item_4:33,Food_Item_5:64,Special_Event,Correct
2018-05-24,21,Food_Item_1:49,Food_Item_2:22,Food_Item_3:54,Food_Item_4:29,Food_Item_5:80,None,Correct
2018-05-25,21,Food_Item_1:40,Food_Item_2:56,Food_Item_3:22,Food_Item_4:58,Food_Item_5:69,None,Overflow
2018-05-26,21,Food_Item_1:43,Food_Item_2:70,Food_Item_3:47,Food_Item_4:50,Food_Item_5:33,None,Overflow
2018-05-27,21,Food_Item_1:80,Food_Item_2:68,Food_Item_3:63,Food_Item_4:47,Food_Item_5:37,None,Correct
2018-05-28,22,Food_Item_1:29,Food_Item_2:24,Food_Item_3:37,Food_Item_4:45,Food_Item_5:25,None,Correct
2018-05-29,22,Food_Item_1:75,Food_Item_2:46,Food_Item_3:53,Food_Item_4:33,Food_Item_5:62,Valentine's_Day,Correct
2018-05-30,22,Food_Item_1:23,Food_Item_2:25,Food_Item_3:77,Food_Item_4:77,Food_Item_5:47,None,Correct
2018-05-31,22,Food_Item_1:30,Food_Item_2:32,Food_Item_3:42,Food_Item_4:80,Food_Item_5:46,None,Correct
2018-06-01,22,Food_Item_1:70,Food_Item_2:30,Food_Item_3:64,Food_Item_4:47,Food_Item_5:42,Christmas,Correct
2018-06-02,22,Food_Item_1:72,Food_Item_2:20,Food_Item_3:55,Food_Item_4:70,Food_Item_5:77,Seasonal,Underflow
2018-06-03,22,Food_Item_1:62,Food_Item_2:57,Food_Item_3:59,Food_Item_4:29,Food_Item_5:40,Special_Event,Overflow
2018-06-04,23,Food_Item_1:66,Food_Item_2:67,Food_Item_3:72,Food_Item_4:67,Food_Item_5:66,None,Correct
2018-06-05,23,Food_Item_1:49,Food_Item_2:79,Food_Item_3:29,Food_Item_4:51,Food_Item_5:75,None,Correct
2018-06-06,23,Food_Item_1:63,Food_Item_2:46,Food_Item_3:36,Food_Item_4:53,Food_Item_5:66,None,Correct
2018-06-07,23,Food_Item_1:73,Food_Item_2:74,Food_Item_3:28,Food_Item_4:60,Food_Item_5:48,Special_Event,Correct
2018-06-08,23,Food_Item_1:22,Food_Item_2:33,Food_Item_3:67,Food_Item_4:32,Food_Item_5:46,Special_Event,Correct
2018-06-09,23,Food_Item_1:58,Food_Item_2:44,Food_Item_3:33,Food_Item_4:42,Food_Item_5:33,Christmas,Overflow
2018-06-10,23,Food_Item_1:56,Food_Item_2:20,Food_Item_3:43,Food_Item_4:72,Food_Item_5:43,None,Overflow
2018-06-11,24,Food_Item_1:52,Food_Item_2:72,Food_Item_3:75,Food_Item_4:27,Food_Item_5:64,None,Overflow
2018-06-12,24,Food_Item_1:46,Food_Item_2:46,Food_Item_3:42,Food_Item_4:42,Food_Item_5:73,Seasonal,Correct
2018-06-13,24,Food_Item_1:68,Food_Item_2:41,Food_Item_3:27,Food_Item_4:79,Food_Item_5:31,None,Correct
2018-06-14,24,Food_Item_1:55,Food_Item_2:58,Food_Item_3:30,Food_Item_4:54,Food_Item_5:47,None,Overflow
2018-06-15,24,Food_Item_1:64,Food_Item_2:63,Food_Item_3:47,Food_Item_4:60,Food_Item_5:38,Special_Event,Overflow
2018-06-16,24,Food_Item_1:77,Food_Item_2:74,Food_Item_3:26,Food_Item_4:25,Food_Item_5:71,Valentine's_Day,Underflow
2018-06-17,24,Food_Item_1:21,Food_Item_2:59,Food_Item_3:79,Food_Item_4:46,Food_Item_5:26,None,Correct
2018-06-18,25,Food_Item_1:79,Food_Item_2:54,Food_Item_3:26,Food_Item_4:60,Food_Item_5:48,Seasonal,Overflow
