Food item,Date,Temperature,Precipitation,Day,Month,Special Occasion Category,Qty
3,2021-01-09,29,25.5,7,1,1,40
1,2021-01-10,26,25.9,1,1,1,51
2,2021-01-10,24,3.4,1,1,1,33
3,2021-01-10,20,9.7,1,1,1,50
1,2021-01-11,25,24.9,2,1,1,50
2,2021-01-11,24,18.5,2,1,1,30
3,2021-01-11,21,25.2,2,1,1,22
1,2021-01-12,24,30.2,3,1,1,45
2,2021-01-12,23,32.3,3,1,1,9
3,2021-01-12,27,25.6,3,1,1,35
1,2021-01-13,15,15.9,4,1,1,31
2,2021-01-13,18,2.3,4,1,1,35
3,2021-01-13,29,24.9,4,1,1,6
1,2021-01-14,28,15,5,1,1,33
2,2021-01-14,18,21.8,5,1,1,28
3,2021-01-14,29,9.8,5,1,1,34
1,2021-01-15,29,27.1,6,1,1,43
2,2021-01-15,28,15.6,6,1,1,52
3,2021-01-15,23,19.4,6,1,1,34
1,2021-01-16,20,13.9,7,1,1,28
2,2021-01-16,27,23.2,7,1,1,9
3,2021-01-16,25,20.8,7,1,1,6
1,2021-01-17,28,9.2,1,1,1,24
2,2021-01-17,27,16.3,1,1,1,12
3,2021-01-17,17,12.9,1,1,1,27
1,2021-01-18,24,3.9,2,1,1,26
2,2021-01-18,27,32.5,2,1,1,18
3,2021-01-18,26,13.5,2,1,1,29
1,2021-01-19,15,32.2,3,1,1,45
2,2021-01-19,27,10.9,3,1,1,4
3,2021-01-19,24,16.1,3,1,1,3
1,2021-01-20,29,6.4,4,1,1,25
2,2021-01-20,15,9,4,1,1,8
3,2021-01-20,17,4.4,4,1,1,18
1,2021-01-21,20,25,5,1,1,48
2,2021-01-21,21,29.2,5,1,1,4
3,2021-01-21,23,8,5,1,1,15
1,2021-01-22,22,9.3,6,1,1,19
2,2021-01-22,22,21.2,6,1,1,39
3,2021-01-22,24,3.4,6,1,1,49
1,2021-01-23,23,10.2,7,1,1,5
2,2021-01-23,21,14.8,7,1,1,19
3,2021-01-23,29,14.3,7,1,1,39
1,2021-01-24,22,29.7,1,1,1,23
2,2021-01-24,27,17.1,1,1,1,38
3,2021-01-24,23,20.4,1,1,1,11
1,2021-01-25,19,23.7,2,1,1,52
2,2021-01-25,21,30,2,1,1,15
3,2021-01-25,28,14.8,2,1,1,45
1,2021-01-26,24,29.4,3,1,2,24
2,2021-01-26,27,28.3,3,1,2,4
3,2021-01-26,15,31.1,3,1,2,18
1,2021-01-27,25,1.1,4,1,1,29
2,2021-01-27,21,2.3,4,1,1,9
3,2021-01-27,25,11.6,4,1,1,3
1,2021-01-28,20,28.6,5,1,1,25
2,2021-01-28,29,31.8,5,1,1,14
3,2021-01-28,21,20,5,1,1,24
1,2021-01-29,25,27.2,6,1,1,30
2,2021-01-29,25,16.2,6,1,1,15
3,2021-01-29,24,6.2,6,1,1,4
1,2021-01-30,27,14.9,7,1,1,43
2,2021-01-30,16,30.5,7,1,1,11
3,2021-01-30,24,13.4,7,1,1,17
1,2021-01-31,18,32.2,1,1,1,26
2,2021-01-31,19,15,1,1,1,11
3,2021-01-31,25,6.9,1,1,1,6
1,2021-02-01,27,11.3,2,2,1,31
2,2021-02-01,20,3.3,2,2,1,27
3,2021-02-01,16,15.1,2,2,1,47
1,2021-02-02,24,11.1,3,2,1,36
2,2021-02-02,16,5.5,3,2,1,42
3,2021-02-02,24,28.8,3,2,1,30
1,2021-02-03,19,3.8,4,2,1,1
2,2021-02-03,15,20.2,4,2,1,38
3,2021-02-03,23,2.5,4,2,1,28
1,2021-02-04,15,17.7,5,2,1,41
2,2021-02-04,28,28.2,5,2,1,48
3,2021-02-04,22,31.2,5,2,1,1
1,2021-02-05,26,23.9,6,2,1,6
2,2021-02-05,23,2.9,6,2,1,1
3,2021-02-05,24,32.1,6,2,1,49
1,2021-02-06,17,16.4,7,2,1,29
2,2021-02-06,16,21.3,7,2,1,17
3,2021-02-06,26,10.2,7,2,1,17
1,2021-02-07,15,2.1,1,2,1,20
2,2021-02-07,16,27.5,1,2,1,50
3,2021-02-07,18,13.7,1,2,1,37
1,2021-02-08,28,14.9,2,2,1,33
2,2021-02-08,25,12.4,2,2,1,38
3,2021-02-08,22,32.5,2,2,1,16
1,2021-02-09,28,4.6,3,2,1,24
2,2021-02-09,22,28.6,3,2,1,12
3,2021-02-09,15,20.2,3,2,1,28
1,2021-02-10,27,7.5,4,2,1,51
2,2021-02-10,25,24.6,4,2,1,31
3,2021-02-10,25,3.9,4,2,1,31
1,2021-02-11,23,6.8,5,2,1,35
2,2021-02-11,19,3.4,5,2,1,21
3,2021-02-11,24,25.9,5,2,1,4
1,2021-02-12,25,7,6,2,1,25
2,2021-02-12,29,5.4,6,2,1,20
3,2021-02-12,18,27.4,6,2,1,17
1,2021-02-13,27,4.9,7,2,1,35
2,2021-02-13,23,20.6,7,2,1,43
3,2021-02-13,17,18.6,7,2,1,46
1,2021-02-14,15,1.2,1,2,1,16
2,2021-02-14,19,6.2,1,2,1,36
3,2021-02-14,17,32.3,1,2,1,45
1,2021-02-15,24,7.1,2,2,1,28
2,2021-02-15,15,21.8,2,2,1,43
3,2021-02-15,19,7,2,2,1,40
1,2021-02-16,20,5.7,3,2,3,9
2,2021-02-16,27,17.3,3,2,3,16
3,2021-02-16,25,22.4,3,2,3,44
1,2021-02-17,22,4,4,2,1,42
2,2021-02-17,27,4.7,4,2,1,39
3,2021-02-17,22,17.7,4,2,1,52
1,2021-02-18,27,19.6,5,2,1,9
2,2021-02-18,17,14.6,5,2,1,40
3,2021-02-18,20,32.4,5,2,1,23
1,2021-02-19,16,22.8,6,2,3,11
2,2021-02-19,29,3.8,6,2,3,16
3,2021-02-19,25,10,6,2,3,7
1,2021-02-20,29,1.6,7,2,1,46
2,2021-02-20,29,18.7,7,2,1,43
3,2021-02-20,17,4.9,7,2,1,26
1,2021-02-21,20,22.9,1,2,1,9
2,2021-02-21,16,20.8,1,2,1,12
3,2021-02-21,21,15.8,1,2,1,5
1,2021-02-22,25,7.7,2,2,1,36
2,2021-02-22,17,31.9,2,2,1,17
3,2021-02-22,21,14.4,2,2,1,45
1,2021-02-23,26,17.3,3,2,1,19
2,2021-02-23,19,22.8,3,2,1,43
3,2021-02-23,18,10.4,3,2,1,49
1,2021-02-24,26,4.5,4,2,1,40
2,2021-02-24,29,22.9,4,2,1,28
3,2021-02-24,19,5.6,4,2,1,4
1,2021-02-25,29,4,5,2,1,3
2,2021-02-25,24,22,5,2,1,23
3,2021-02-25,16,7.7,5,2,1,31
1,2021-02-26,25,1.5,6,2,1,3
2,2021-02-26,17,7.5,6,2,1,29
3,2021-02-26,23,9.7,6,2,1,29
1,2021-02-27,24,25.6,7,2,3,49
2,2021-02-27,28,24.9,7,2,3,33
3,2021-02-27,20,25.5,7,2,3,23
1,2021-02-28,19,25.1,1,2,1,4
2,2021-02-28,19,27.5,1,2,1,31
3,2021-02-28,19,29.4,1,2,1,35
1,2021-03-01,20,20.1,2,3,1,41
2,2021-03-01,27,32.8,2,3,1,3
3,2021-03-01,15,31.5,2,3,1,19
1,2021-03-02,28,16.1,3,3,1,14
2,2021-03-02,15,30,3,3,1,14
3,2021-03-02,26,12.8,3,3,1,13
1,2021-03-03,20,27.6,4,3,1,51
2,2021-03-03,20,23.1,4,3,1,33
3,2021-03-03,27,11.6,4,3,1,31
1,2021-03-04,29,17.2,5,3,1,46
2,2021-03-04,15,16.7,5,3,1,10
3,2021-03-04,22,1.2,5,3,1,31
1,2021-03-05,27,15.1,6,3,1,50
2,2021-03-05,18,5.2,6,3,1,28
3,2021-03-05,17,16.7,6,3,1,32
1,2021-03-06,27,22.5,7,3,1,33
2,2021-03-06,22,31.6,7,3,1,3
3,2021-03-06,27,26.6,7,3,1,24
1,2021-03-07,29,13.5,1,3,1,23
2,2021-03-07,28,9.5,1,3,1,32
3,2021-03-07,22,20.1,1,3,1,33
1,2021-03-08,19,28.5,2,3,3,8
2,2021-03-08,29,18.2,2,3,3,34
3,2021-03-08,19,4.8,2,3,3,5
1,2021-03-09,20,18.6,3,3,1,26
2,2021-03-09,15,14.1,3,3,1,26
3,2021-03-09,15,30.6,3,3,1,20
1,2021-03-10,19,16.6,4,3,1,26
2,2021-03-10,21,16.4,4,3,1,31
3,2021-03-10,18,18.4,4,3,1,1
1,2021-03-11,24,25.9,5,3,1,51
2,2021-03-11,24,17,5,3,1,51
3,2021-03-11,22,30.6,5,3,1,3
1,2021-03-12,16,19.5,6,3,1,24
2,2021-03-12,23,21.3,6,3,1,7
3,2021-03-12,29,13.1,6,3,1,25
1,2021-03-13,29,5.6,7,3,1,33
2,2021-03-13,19,26,7,3,1,20
3,2021-03-13,22,13.7,7,3,1,9
1,2021-03-14,23,6.9,1,3,1,2
2,2021-03-14,17,19.7,1,3,1,42
3,2021-03-14,23,6.1,1,3,1,6
1,2021-03-15,15,25.7,2,3,1,38
2,2021-03-15,18,27.3,2,3,1,3
3,2021-03-15,21,31.1,2,3,1,26
1,2021-03-16,22,22,3,3,1,8
2,2021-03-16,15,21,3,3,1,45
3,2021-03-16,23,6.8,3,3,1,45
1,2021-03-17,18,17.7,4,3,1,26
2,2021-03-17,22,1.7,4,3,1,37
3,2021-03-17,21,23.9,4,3,1,12
1,2021-03-18,25,30.2,5,3,1,32
2,2021-03-18,23,27.1,5,3,1,22
3,2021-03-18,16,12.5,5,3,1,20
1,2021-03-19,22,5.5,6,3,1,10
2,2021-03-19,28,8,6,3,1,28
3,2021-03-19,27,16.4,6,3,1,52
1,2021-03-20,15,22.3,7,3,1,21
2,2021-03-20,20,0.8,7,3,1,9
3,2021-03-20,25,17.9,7,3,1,45
1,2021-03-21,22,7.9,1,3,1,33
2,2021-03-21,15,15,1,3,1,41
3,2021-03-21,21,2.3,1,3,1,16
1,2021-03-22,16,32.7,2,3,1,1
2,2021-03-22,17,26.7,2,3,1,8
3,2021-03-22,17,8.2,2,3,1,5
1,2021-03-23,21,22.2,3,3,1,18
2,2021-03-23,16,19.4,3,3,1,33
3,2021-03-23,29,11,3,3,1,39
1,2021-03-24,29,20.8,4,3,1,38
2,2021-03-24,23,7.6,4,3,1,43
3,2021-03-24,19,6.5,4,3,1,25
1,2021-03-25,20,15.9,5,3,1,16
2,2021-03-25,18,21.2,5,3,1,12
3,2021-03-25,15,30.4,5,3,1,27
1,2021-03-26,23,6.9,6,3,1,5
2,2021-03-26,26,5.8,6,3,1,35
3,2021-03-26,15,17.2,6,3,1,50
1,2021-03-27,22,29.3,7,3,1,41
2,2021-03-27,16,29.6,7,3,1,39
3,2021-03-27,25,16.4,7,3,1,17
1,2021-03-28,22,11.2,1,3,3,3
2,2021-03-28,19,22.2,1,3,3,23
3,2021-03-28,21,11.3,1,3,3,45
1,2021-03-29,27,2.6,2,3,3,10
2,2021-03-29,23,32,2,3,3,41
3,2021-03-29,16,12.2,2,3,3,37
1,2021-03-30,27,25,3,3,1,17
2,2021-03-30,21,4.6,3,3,1,49
3,2021-03-30,23,22.7,3,3,1,32
1,2021-03-31,22,1.4,4,3,1,22
2,2021-03-31,25,26.8,4,3,1,1
3,2021-03-31,15,6.9,4,3,1,13
1,2021-04-01,29,16.1,5,4,1,7
2,2021-04-01,21,20.7,5,4,1,5
3,2021-04-01,19,16.8,5,4,1,9
1,2021-04-02,20,9.7,6,4,5,16
2,2021-04-02,19,23,6,4,5,16
3,2021-04-02,19,11.8,6,4,5,13
1,2021-04-03,27,11.1,7,4,1,8
2,2021-04-03,25,32.4,7,4,1,36
3,2021-04-03,24,30.7,7,4,1,33
1,2021-04-04,27,10.1,1,4,5,1
2,2021-04-04,21,30.5,1,4,5,3
3,2021-04-04,21,19.3,1,4,5,15
1,2021-04-05,22,24.5,2,4,1,30
2,2021-04-05,21,9.5,2,4,1,43
3,2021-04-05,15,20.7,2,4,1,40
1,2021-04-06,15,19,3,4,1,28
2,2021-04-06,23,5.3,3,4,1,3
3,2021-04-06,18,19.4,3,4,1,33
1,2021-04-07,23,15.6,4,4,1,45
2,2021-04-07,24,29.5,4,4,1,33
3,2021-04-07,18,23.6,4,4,1,5
1,2021-04-08,19,1.9,5,4,1,23
2,2021-04-08,28,23,5,4,1,39
3,2021-04-08,18,11.7,5,4,1,4
1,2021-04-09,28,18,6,4,1,31
2,2021-04-09,23,1.9,6,4,1,14
3,2021-04-09,21,8.4,6,4,1,10
1,2021-04-10,29,31.3,7,4,1,27
2,2021-04-10,20,30.3,7,4,1,45
3,2021-04-10,27,32.3,7,4,1,50
1,2021-04-11,26,30.6,1,4,1,40
2,2021-04-11,20,18.9,1,4,1,2
3,2021-04-11,22,2.6,1,4,1,11
1,2021-04-12,15,30.7,2,4,1,43
2,2021-04-12,26,17.7,2,4,1,4
3,2021-04-12,25,0.8,2,4,1,26
1,2021-04-13,16,3.6,3,4,1,6
2,2021-04-13,19,30.1,3,4,1,19
3,2021-04-13,26,19.4,3,4,1,24
1,2021-04-14,26,6,4,4,1,26
2,2021-04-14,29,10.4,4,4,1,32
3,2021-04-14,16,20,4,4,1,25
1,2021-04-15,18,24.5,5,4,1,2
2,2021-04-15,24,22,5,4,1,12
3,2021-04-15,23,26.9,5,4,1,28
1,2021-04-16,20,8.7,6,4,1,46
2,2021-04-16,20,31.6,6,4,1,18
3,2021-04-16,20,18.7,6,4,1,16
1,2021-04-17,29,3.4,7,4,1,13
2,2021-04-17,21,30.8,7,4,1,7
3,2021-04-17,15,17.7,7,4,1,22
1,2021-04-18,21,27.7,1,4,1,13
2,2021-04-18,29,11.6,1,4,1,29
3,2021-04-18,20,8.8,1,4,1,48
1,2021-04-19,19,11.5,2,4,1,10
2,2021-04-19,17,21,2,4,1,46
3,2021-04-19,17,14.8,2,4,1,10
1,2021-04-20,16,21,3,4,1,36
2,2021-04-20,23,21.2,3,4,1,47
3,2021-04-20,22,10.2,3,4,1,23
1,2021-04-21,17,28.1,4,4,1,13
2,2021-04-21,27,22.5,4,4,1,19
3,2021-04-21,27,7.8,4,4,1,4
1,2021-04-22,24,21.7,5,4,1,52
2,2021-04-22,23,0.8,5,4,1,6
3,2021-04-22,20,6.1,5,4,1,44
1,2021-04-23,21,9.2,6,4,1,16
2,2021-04-23,29,4.7,6,4,1,41
3,2021-04-23,24,10.9,6,4,1,12
1,2021-04-24,19,4.2,7,4,1,28
2,2021-04-24,26,28.1,7,4,1,44
3,2021-04-24,25,1.5,7,4,1,39
1,2021-04-25,15,20.5,1,4,2,18
2,2021-04-25,15,15.5,1,4,2,31
3,2021-04-25,19,19.6,1,4,2,2
1,2021-04-26,15,21.7,2,4,1,43
2,2021-04-26,25,21,2,4,1,18
3,2021-04-26,15,18.1,2,4,1,7
1,2021-04-27,24,18.6,3,4,1,35
2,2021-04-27,28,30.5,3,4,1,11
3,2021-04-27,27,14.8,3,4,1,4
1,2021-04-28,23,13.8,4,4,1,20
2,2021-04-28,16,26.8,4,4,1,38
3,2021-04-28,19,5.9,4,4,1,1
1,2021-04-29,17,20.2,5,4,1,17
2,2021-04-29,28,28.6,5,4,1,35
3,2021-04-29,24,24.2,5,4,1,43
1,2021-04-30,16,22.6,6,4,1,13
2,2021-04-30,17,28.5,6,4,1,18
3,2021-04-30,21,30,6,4,1,41
1,2021-05-01,28,21.5,7,5,1,7
2,2021-05-01,29,27.6,7,5,1,19
3,2021-05-01,25,5.1,7,5,1,42
1,2021-05-02,21,8.2,1,5,1,41
2,2021-05-02,25,7.1,1,5,1,31
3,2021-05-02,24,1.1,1,5,1,44
1,2021-05-03,23,10.9,2,5,1,32
2,2021-05-03,26,7,2,5,1,18
3,2021-05-03,18,12.3,2,5,1,7
1,2021-05-04,16,27.7,3,5,1,43
2,2021-05-04,21,30.9,3,5,1,3
3,2021-05-04,15,17.9,3,5,1,46
1,2021-05-05,27,21.7,4,5,1,52
2,2021-05-05,20,21.5,4,5,1,52
3,2021-05-05,20,2.5,4,5,1,11
1,2021-05-06,24,18.4,5,5,1,28
2,2021-05-06,17,4.1,5,5,1,35
3,2021-05-06,29,13.4,5,5,1,47
1,2021-05-07,19,13.6,6,5,4,48
2,2021-05-07,15,16.9,6,5,4,35
3,2021-05-07,18,23.4,6,5,4,35
1,2021-05-08,26,29.5,7,5,1,38
2,2021-05-08,23,13.6,7,5,1,21
3,2021-05-08,18,13.9,7,5,1,33
1,2021-05-09,17,25.8,1,5,3,23
2,2021-05-09,27,16.1,1,5,3,1
3,2021-05-09,17,10.7,1,5,3,16
1,2021-05-10,23,26.8,2,5,1,28
2,2021-05-10,29,26.6,2,5,1,38
3,2021-05-10,25,18,2,5,1,1
1,2021-05-11,21,0.9,3,5,1,32
2,2021-05-11,23,22.6,3,5,1,23
3,2021-05-11,27,4.4,3,5,1,52
1,2021-05-12,20,21.5,4,5,1,12
2,2021-05-12,29,6.5,4,5,1,20
3,2021-05-12,21,30.9,4,5,1,36
1,2021-05-13,17,28.1,5,5,1,27
2,2021-05-13,19,25.5,5,5,1,33
3,2021-05-13,18,27.1,5,5,1,5
1,2021-05-14,21,19.9,6,5,1,15
2,2021-05-14,20,15,6,5,1,19
3,2021-05-14,29,12,6,5,1,6
1,2021-05-15,29,16,7,5,1,23
2,2021-05-15,24,21.5,7,5,1,41
3,2021-05-15,15,5.4,7,5,1,44
1,2021-05-16,27,20.8,1,5,1,46
2,2021-05-16,24,30.6,1,5,1,29
3,2021-05-16,16,31.2,1,5,1,7
1,2021-05-17,24,20.1,2,5,1,38
2,2021-05-17,17,27.2,2,5,1,16
3,2021-05-17,16,29,2,5,1,7
1,2021-05-18,28,8.6,3,5,1,7
2,2021-05-18,18,10.9,3,5,1,52
3,2021-05-18,21,15.8,3,5,1,29
1,2021-05-19,26,1.8,4,5,1,29
2,2021-05-19,28,1.8,4,5,1,26
3,2021-05-19,17,29.4,4,5,1,27
1,2021-05-20,28,21.2,5,5,1,30
2,2021-05-20,17,29.8,5,5,1,43
3,2021-05-20,21,5.7,5,5,1,9
1,2021-05-21,19,1.4,6,5,1,13
2,2021-05-21,29,26.6,6,5,1,5
3,2021-05-21,27,24.9,6,5,1,27
1,2021-05-22,22,10.7,7,5,1,10
2,2021-05-22,27,25.9,7,5,1,35
3,2021-05-22,27,26.2,7,5,1,29
1,2021-05-23,29,21.8,1,5,1,22
2,2021-05-23,19,9.6,1,5,1,2
3,2021-05-23,16,4.5,1,5,1,34
1,2021-05-24,17,7.5,2,5,1,4
2,2021-05-24,21,29.9,2,5,1,20
3,2021-05-24,23,23.8,2,5,1,42
1,2021-05-25,25,3.9,3,5,1,26
2,2021-05-25,22,19,3,5,1,52
3,2021-05-25,18,9,3,5,1,24
1,2021-05-26,29,2.1,4,5,3,14
2,2021-05-26,18,27.8,4,5,3,36
3,2021-05-26,17,17.5,4,5,3,8
1,2021-05-27,16,26.5,5,5,1,10
2,2021-05-27,26,29.4,5,5,1,10
3,2021-05-27,21,27.7,5,5,1,20
1,2021-05-28,24,13.9,6,5,1,52
2,2021-05-28,17,13.8,6,5,1,37
3,2021-05-28,18,8.1,6,5,1,8
1,2021-05-29,21,26.6,7,5,1,44
2,2021-05-29,16,12.9,7,5,1,29
3,2021-05-29,23,26.2,7,5,1,46
1,2021-05-30,17,9.5,1,5,1,47
2,2021-05-30,20,11.9,1,5,1,12
3,2021-05-30,21,32.2,1,5,1,50
1,2021-05-31,24,23.4,2,5,1,33
2,2021-05-31,28,26.6,2,5,1,31
3,2021-05-31,17,15.9,2,5,1,12
1,2021-06-01,25,14.8,3,6,1,19
2,2021-06-01,23,23.4,3,6,1,12
3,2021-06-01,29,26.4,3,6,1,1
1,2021-06-02,17,11.6,4,6,1,4
2,2021-06-02,19,16.2,4,6,1,28
3,2021-06-02,21,21,4,6,1,52
1,2021-06-03,18,31.2,5,6,1,21
2,2021-06-03,19,5.7,5,6,1,2
3,2021-06-03,25,8.4,5,6,1,16
1,2021-06-04,15,7.5,6,6,1,23
2,2021-06-04,16,5,6,6,1,33
3,2021-06-04,24,3,6,6,1,23
1,2021-06-05,23,8.8,7,6,1,34
2,2021-06-05,26,19.5,7,6,1,15
3,2021-06-05,24,16.4,7,6,1,23
1,2021-06-06,25,5.3,1,6,1,9
2,2021-06-06,16,4.2,1,6,1,16
3,2021-06-06,18,21.9,1,6,1,33
1,2021-06-07,21,24.1,2,6,1,10
2,2021-06-07,18,8.5,2,6,1,13
3,2021-06-07,18,19.5,2,6,1,6
1,2021-06-08,24,17.8,3,6,1,29
2,2021-06-08,17,3.5,3,6,1,1
3,2021-06-08,18,26.9,3,6,1,12
1,2021-06-09,28,13.2,4,6,1,43
2,2021-06-09,18,29.9,4,6,1,10
3,2021-06-09,17,14.5,4,6,1,36
1,2021-06-10,16,20.9,5,6,1,50
2,2021-06-10,28,4.8,5,6,1,43
3,2021-06-10,24,22,5,6,1,22
1,2021-06-11,18,9.8,6,6,1,39
2,2021-06-11,23,8.5,6,6,1,16
3,2021-06-11,20,17.8,6,6,1,18
1,2021-06-12,21,20.9,7,6,1,11
2,2021-06-12,21,21.8,7,6,1,25
3,2021-06-12,29,0.8,7,6,1,45
1,2021-06-13,25,30.7,1,6,1,36
2,2021-06-13,17,17.4,1,6,1,12
3,2021-06-13,16,18.8,1,6,1,5
1,2021-06-14,18,22.6,2,6,1,5
2,2021-06-14,25,13.5,2,6,1,9
3,2021-06-14,27,18,2,6,1,10
1,2021-06-15,24,14.1,3,6,1,51
2,2021-06-15,24,12.8,3,6,1,49
3,2021-06-15,19,1.5,3,6,1,47
1,2021-06-16,23,8.5,4,6,1,50
2,2021-06-16,27,7.1,4,6,1,48
3,2021-06-16,22,23.4,4,6,1,35
1,2021-06-17,24,28.6,5,6,1,6
2,2021-06-17,25,22.5,5,6,1,19
3,2021-06-17,16,16.5,5,6,1,49
1,2021-06-18,23,30.8,6,6,1,30
2,2021-06-18,21,1.4,6,6,1,31
3,2021-06-18,17,4.3,6,6,1,29
1,2021-06-19,25,20.6,7,6,1,28
2,2021-06-19,16,7.2,7,6,1,19
3,2021-06-19,21,21.9,7,6,1,6
1,2021-06-20,15,8.4,1,6,1,51
2,2021-06-20,25,2.1,1,6,1,25
3,2021-06-20,29,1,1,6,1,43
1,2021-06-21,17,8,2,6,1,10
2,2021-06-21,22,32.5,2,6,1,7
3,2021-06-21,15,30.8,2,6,1,10
1,2021-06-22,29,28.7,3,6,1,17
2,2021-06-22,16,11.5,3,6,1,26
3,2021-06-22,15,12,3,6,1,8
1,2021-06-23,22,19.4,4,6,1,32
2,2021-06-23,22,18.9,4,6,1,32
3,2021-06-23,20,0.9,4,6,1,33
1,2021-06-24,16,4.3,5,6,1,10
2,2021-06-24,19,25.5,5,6,1,17
3,2021-06-24,15,2.7,5,6,1,34
1,2021-06-25,21,5.8,6,6,1,20
2,2021-06-25,21,25.1,6,6,1,37
3,2021-06-25,27,18.6,6,6,1,17
1,2021-06-26,18,4.2,7,6,1,19
2,2021-06-26,24,32.1,7,6,1,21
3,2021-06-26,24,30.5,7,6,1,34
1,2021-06-27,21,8.8,1,6,1,15
2,2021-06-27,15,6.2,1,6,1,25
3,2021-06-27,24,32,1,6,1,15
1,2021-06-28,20,14.3,2,6,1,52
2,2021-06-28,29,10.8,2,6,1,7
3,2021-06-28,23,11.2,2,6,1,32
1,2021-06-29,19,23.3,3,6,1,5
2,2021-06-29,28,20.9,3,6,1,18
3,2021-06-29,17,23.5,3,6,1,50
1,2021-06-30,22,1.6,4,6,1,13
2,2021-06-30,28,11.5,4,6,1,5
3,2021-06-30,17,7.7,4,6,1,37
1,2021-07-01,17,30,5,7,1,52
2,2021-07-01,21,30.3,5,7,1,30
3,2021-07-01,16,7.3,5,7,1,36
1,2021-07-02,15,32.7,6,7,1,48
2,2021-07-02,22,6.6,6,7,1,7
3,2021-07-02,23,11.3,6,7,1,31
1,2021-07-03,25,25.1,7,7,1,48
2,2021-07-03,29,26.9,7,7,1,10
3,2021-07-03,21,20.2,7,7,1,37
1,2021-07-04,23,23.1,1,7,1,14
2,2021-07-04,25,3,1,7,1,10
3,2021-07-04,27,17.5,1,7,1,48
1,2021-07-05,24,17.1,2,7,1,31
2,2021-07-05,15,13.5,2,7,1,33
3,2021-07-05,16,11.5,2,7,1,9
1,2021-07-06,21,28.8,3,7,1,39
2,2021-07-06,20,19.6,3,7,1,11
3,2021-07-06,27,14.9,3,7,1,42
1,2021-07-07,27,29.5,4,7,1,21
2,2021-07-07,24,14.8,4,7,1,36
3,2021-07-07,26,3.8,4,7,1,37
1,2021-07-08,27,27.6,5,7,1,35
2,2021-07-08,27,21.4,5,7,1,2
3,2021-07-08,16,27.3,5,7,1,39
1,2021-07-09,24,9.1,6,7,1,22
2,2021-07-09,29,4.8,6,7,1,1
3,2021-07-09,26,25.3,6,7,1,51
1,2021-07-10,17,25.1,7,7,1,51
2,2021-07-10,17,20.5,7,7,1,18
3,2021-07-10,24,1.7,7,7,1,18
1,2021-07-11,17,13.5,1,7,1,23
2,2021-07-11,17,28.5,1,7,1,27
3,2021-07-11,24,28.2,1,7,1,27
1,2021-07-12,18,5,2,7,2,24
2,2021-07-12,22,18.2,2,7,2,37
3,2021-07-12,28,7.5,2,7,2,16
1,2021-07-13,22,29.7,3,7,1,36
2,2021-07-13,22,15.7,3,7,1,6
3,2021-07-13,19,26.5,3,7,1,45
1,2021-07-14,24,25.9,4,7,1,4
2,2021-07-14,22,6.2,4,7,1,17
3,2021-07-14,16,20.3,4,7,1,26
1,2021-07-15,25,6,5,7,1,45
2,2021-07-15,25,1.7,5,7,1,26
3,2021-07-15,19,29,5,7,1,48
1,2021-07-16,29,24.2,6,7,1,8
2,2021-07-16,21,3.9,6,7,1,14
3,2021-07-16,25,27.5,6,7,1,10
1,2021-07-17,15,7.1,7,7,1,6
2,2021-07-17,17,9.8,7,7,1,29
3,2021-07-17,20,17.7,7,7,1,24
1,2021-07-18,23,12.4,1,7,1,16
2,2021-07-18,20,20.8,1,7,1,4
3,2021-07-18,16,21.6,1,7,1,41
1,2021-07-19,26,28.4,2,7,1,7
2,2021-07-19,20,2.8,2,7,1,29
3,2021-07-19,18,22.9,2,7,1,15
1,2021-07-20,16,19.4,3,7,1,30
2,2021-07-20,16,6.3,3,7,1,27
3,2021-07-20,22,19.2,3,7,1,8
1,2021-07-21,17,17.3,4,7,4,45
2,2021-07-21,22,22,4,7,4,12
3,2021-07-21,15,9.1,4,7,4,28
1,2021-07-22,20,32,5,7,1,13
2,2021-07-22,23,15.9,5,7,1,46
3,2021-07-22,21,25.3,5,7,1,24
1,2021-07-23,17,24.7,6,7,1,51
2,2021-07-23,23,2.9,6,7,1,36
3,2021-07-23,20,12.3,6,7,1,29
1,2021-07-24,22,26.6,7,7,1,5
2,2021-07-24,19,10.9,7,7,1,45
3,2021-07-24,27,18,7,7,1,39
1,2021-07-25,27,7.5,1,7,1,7
2,2021-07-25,19,8.5,1,7,1,23
3,2021-07-25,26,13,1,7,1,1
1,2021-07-26,18,32.2,2,7,1,47
2,2021-07-26,17,15.3,2,7,1,26
3,2021-07-26,18,29.2,2,7,1,8
1,2021-07-27,25,25.1,3,7,1,3
2,2021-07-27,19,15.9,3,7,1,32
3,2021-07-27,24,1.2,3,7,1,36
1,2021-07-28,22,4.5,4,7,1,5
2,2021-07-28,27,10.7,4,7,1,1
3,2021-07-28,27,7.2,4,7,1,11
1,2021-07-29,19,2.8,5,7,1,40
2,2021-07-29,22,14.2,5,7,1,45
3,2021-07-29,17,11.5,5,7,1,27
1,2021-07-30,18,14,6,7,1,27
2,2021-07-30,19,2.5,6,7,1,28
3,2021-07-30,23,9.1,6,7,1,44
1,2021-07-31,28,9.2,7,7,1,14
2,2021-07-31,22,10.7,7,7,1,1
3,2021-07-31,16,22.4,7,7,1,24
1,2021-08-01,15,23,1,8,1,13
2,2021-08-01,23,30,1,8,1,15
